Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
CYL77_RS00060,-0.0014886133227965828,-0.03047110101009715,0.01446317165066532,-0.00744804371925715,-0.007705588278213976,0.0051101319685437005,0.014603635905121261,0.023005295123318118,0.06042722201641402,0.03868408243834719,0.023880290156122398,-0.00558172850888232,0.16775294514965988,-0.002223771673103874,-0.03557739429247759,0.07967357640447599,-0.015659682785965058,0.01241994601839554,-0.034760222295044815,0.12727865548333883,-0.006419269212519887,-0.0593793569914753,-0.08998662882957768,0.02298011574508959,0.003868237501941699,0.040589638664917715,0.016298172870497007,-0.04698004986053557,-0.012208124933733864,0.010567987605760935,0.07618548098055582,-0.020289578436335946,-0.04787293719208307,0.02322545765782449,-0.08875639620355143,-0.012672303694450653,-0.015417602218835636,-0.10845034887722335,0.06672124984487775,-0.02229366936673473
CYL77_RS00065,0.009474101945133118,0.006538924372671407,-0.007997447870687712,-0.0041878660490513985,0.005335299369063804,0.018470194419126396,0.0219133475650851,-0.008137285365132552,-0.002071508422163401,-0.022129956517824283,0.004618476331417496,-0.011831505563171361,-0.0016824548417555165,-0.0029653957164510604,-0.007321354694760041,0.0019576174373531945,0.018897888048793134,0.0024567916001782646,-0.005068745095539557,0.01695426570722746,0.0031976036425825018,0.010092147036813916,-0.0043178661419452265,0.004266470873251008,-0.018775405620939885,0.0035191887164790466,-0.005933059088631589,0.014462965595508404,-0.0019080068282437733,0.004675858934155711,0.0008462652225862831,-0.0009445169994130876,0.0062544614805051645,-0.004325961106105106,-0.0012534015344485138,0.004997484941224377,0.02749016629643184,-0.0005581354408382215,-0.014507159935708018,0.013851045239660352
CYL77_RS00070,0.020525711515403416,-0.0009647178771087021,-0.011189704749515464,-0.0011887678767759416,0.00036438892220400657,0.017443744682055798,0.010077513760782184,0.012274422972885763,-0.0137962278256872,0.0115699232491838,0.005253065198712491,-0.005736763146338964,-0.0074670956503592924,-0.004134939921945697,0.02827238396737917,-0.0010855266036974042,-0.032108133900183404,0.013177868737650682,0.018032489226558444,0.006371663689463659,-0.0031512970470662094,0.0024216124040263064,-0.021607541757496466,-0.008380139234830171,-0.02788445801540015,-0.0019342445464888176,-0.004085763765047578,-0.0028033180573062795,-0.003938104252813531,-0.02653561351854298,0.003291054666737,-0.01744349875104876,0.0025420018980265606,0.01447575534852982,0.005520027382892271,-0.0007480262228701885,0.016591640240388096,0.009227585449563666,0.006920296096929559,0.0008077071832687287
CYL77_RS00085,-0.0032016517141012957,0.020924031999681358,-0.000591807659117945,0.09007506493134645,0.00960910752675314,-0.017127620428167675,0.024774075311785257,0.0755504986764208,-0.007487086333756435,-0.06343317770800744,-0.012028562077151944,-0.0001731254061187685,0.012025780366036515,0.00546942197423131,0.015297779504013214,-0.010820909230286392,0.010067596797727596,0.007354639827536075,0.006097525836052641,0.02349199345410464,-0.017338009261886396,0.013463172580853746,0.007697469620853848,0.004238516277418002,0.04295933877614451,0.04224583699584389,-0.0021384757443224985,0.013849048784872227,0.004388078244072079,-0.04798271987530933,-0.0373701076543349,-0.009915879102849696,-0.0007496808119019894,-0.02683107022761208,-0.009577622644410609,0.04966057533250137,-0.008459631877952956,-0.008980480282670766,-0.004097980196800645,-0.005390082364327483
CYL77_RS00090,-0.0170275424196831,0.0032025846841282385,-0.0008795214473718907,-0.0024875066604946924,-0.008560816901420847,0.0207723093452162,-0.007701532121541407,0.026755789977375124,-0.018083282565059845,0.002208021934093439,0.0032769246034454755,0.023705987780209662,-0.005898755274095447,0.013985488653576789,-0.010081429161862396,0.01058615248994401,-0.005828160041755429,-0.019275101042192103,0.010359689243592212,-0.008086911484335378,-0.02126979449175123,-0.005826541144521897,0.003727274970693797,-0.0011598250300830636,0.00992479597910536,0.024696038793117533,0.010360959501258631,-0.01448527601906931,0.005524683535720146,0.020825420574217567,-0.023705963543808783,-0.011072483961046447,0.01185913641680201,0.00699755586349476,-0.002390279673805847,0.013648770852273319,-0.010553711028568096,0.006980217849603209,-0.0066590984447726384,-0.005316533896214063
CYL77_RS00095,-0.00545779276390082,-0.0029430660211008024,-0.008911142284377668,0.0066607581772431335,0.006302829949984713,0.018519830093495202,0.012736971226664418,-0.009099626815745438,-0.01568377767359127,0.030978378931748037,0.010439394539484736,0.008259571662055659,-0.013467472532938585,-0.005385538779960102,0.010821152646132225,0.0017194475469185075,-0.016782174155158484,0.012767201059994421,-0.026981084117098587,-0.003213137384469783,-0.003700695191673174,0.0028949779980762726,-0.0328704697026275,0.012439229318371499,0.028114404493745773,-0.0037420668331714785,0.025005353945964634,-0.03228220121189436,0.004560177934737379,0.01833170473633491,-0.03176038287156807,0.017728486894379974,0.016663818603411446,-0.007078955030773122,-0.03969550484621169,-0.0017331057905525726,-0.009527773834152438,0.017414502860954525,0.0019807852617278964,0.04681550467707837
CYL77_RS00100,-0.027860130933948676,-0.02966559727641384,0.03238690936694554,0.0026572116524466206,0.007556540313646288,0.02536188833164202,0.0006154653118473021,0.014611032952249475,-0.01662983966590288,-0.0019539783242310833,-0.0185344894090853,-0.010146815532275725,0.027467661404944454,-0.007626360121781788,0.008517846505034154,0.020214485202901304,-0.0010413194379123379,-0.0055854357116510754,-0.014353341624886934,-0.01815216019229409,-0.013532001920651791,-0.027090231846792764,-0.0017525909493056493,0.0021699479655222496,0.017869833899762128,0.005718880743108351,0.0063470953111869925,0.00037466062042820406,0.006127561347445787,-0.000548662278661203,-0.003100165576093048,0.05279322884479014,0.0017287852352745937,-0.026015232610649724,-0.013869295849406708,-0.017680087055754173,0.008571374961279942,-0.03193614464349912,0.004227310515625138,0.03323750290782556
CYL77_RS00105,-0.04937269869525108,-0.023831024918382085,0.0226046501048162,-0.0009914618521897028,-0.008686950942465202,0.0078957621974853,0.010397584896128576,-0.0024328258178250768,0.005289988788731792,0.030994644755474386,-0.03364464193243709,-0.015551169394037065,-0.0025293103207251,0.017528701863831802,-0.005188185676494461,0.016022430623834575,0.004353060560034993,0.01516879800248915,-0.026691145007239205,-0.017290737438603255,0.001602252252798141,-0.004240139038693456,-0.0073887589236768724,-0.009528518349040177,-0.011768549555715699,0.004180758099414056,0.012837322405854295,-0.014106724937664683,0.002175456259584954,-0.014423008757449474,0.0010726146647654288,-0.02328783021719343,-0.042617588513850994,0.00911834975045238,-0.02412381672140223,-0.009506752693277477,0.0015409612834900797,-0.013746891497147789,0.0036039461807395178,0.01990742184252249
CYL77_RS00110,-0.016613121162938317,-0.029446469596848487,0.002613462879292816,-0.002985195534658123,-0.03147345703086844,0.01649232319897369,0.030509687660927688,-0.030148590634191175,-0.0014292553124868013,0.008265090080116475,-0.021674685912511545,0.01194322741431671,-0.07246750481802873,0.0032917186588801066,0.010140662377943208,-0.00911753910527471,0.07888587158361177,-0.023290693944931516,0.01847220999750445,0.01406240869866812,0.0017325495680928845,0.03859701501112137,0.015198562519234316,0.013184059485467362,0.02135534743183205,0.008863558889201368,-0.04034819156408895,-0.0027922549886346903,0.006679882711707305,0.0045281632004470105,0.002011775529576605,-0.03658421490390813,-0.012878828258152687,0.043657212643391265,-0.009064119529267283,-0.007117671777050254,-0.0006384279583796752,-0.009713155179263817,-0.019022663512535093,0.03504840471498328
CYL77_RS00115,-0.010190902235597652,-0.005173707951118666,0.010279899736653155,0.005753716706403408,0.002490349370790525,0.038215742508271915,0.006415587360935577,0.0035277025090068325,0.031810824455783954,0.04027754532628643,-0.012959594681136286,-0.005911717755247447,-0.008447834884167367,-0.060367188213974916,-0.010445111869282068,0.015179661820616119,0.017102984190735956,0.020093803534586247,-0.004932135609296985,-0.0054047396031161885,-0.0046750025388358155,0.00137903691335511,-0.02879157127558472,0.009371613418196957,0.010553128946791106,-0.0037612741672482246,-0.010667825425422696,0.006555006172568374,-0.01544996942075944,-0.007137823939644601,-0.022278433860801816,0.030873082978830586,-0.04134906343238836,-0.03335798106624151,0.027026355456227887,-0.002446644529259557,0.006164331185489945,0.002123539155878423,0.0029016505702889996,-0.006002807227176325
CYL77_RS00120,-0.014046652772274914,-0.013897137398942907,-0.023147958737646124,-0.07219372586231051,0.04595937347610736,0.01035557804359619,-0.0025679324119827467,-0.0204850377697101,0.05002281600933817,-0.04698900202235141,0.06124414016804621,-0.023635245990558742,-0.08164828090464425,-0.03073999480432018,0.008029160054539724,0.024253162333509812,0.015026247177095988,-0.059255144533474954,0.07338783423020212,-0.023232917032141163,-0.014643802127401398,-0.03746728203600146,0.0031887579199959505,0.03876855369289741,-0.0031222084256711346,0.031785796015001096,-0.046695631068340245,0.03601633315692726,-0.00584028961383107,-0.14827125603629313,-0.022998357999607113,0.08464887173759737,0.08336925239731136,-0.009895223737364836,0.07289139014056681,0.018706054871468994,-0.0161472779943766,0.07432311394211012,0.015557551940787537,0.01343097765708765
CYL77_RS00125,-0.04376345130954839,0.00321504678792289,-0.0013333924085003612,0.0067074807670857795,0.011420855058717004,-0.013238376872091916,0.005566262454489329,-0.007229724523857648,0.011547551464442004,0.01984937745253407,-0.040848513793258275,0.006036705708509676,-0.0726309047639305,-0.038207650331555064,0.0011689969148789665,0.06477804029596387,-0.026391208256326144,-0.024004316369739667,0.039934094515712025,-0.03494834826903878,-0.019956867879979984,0.01836707898329961,-0.006940110285803952,-0.009835471428628105,0.028498959253313583,0.007192526273463513,0.013557970245670627,-0.038719696311503175,-0.04418246907478088,0.0887884154552706,-0.06511450955145424,-0.031022461097810327,0.014592820447610353,-0.00039854422961459413,0.0006637216872140232,-0.015761910410355014,-0.010051500430917792,-0.03531479305501792,0.028694820361956936,-0.009890471715543699
CYL77_RS00130,-0.011776466314312834,-0.003317557162773137,0.01159304692490981,-0.015273352361452767,0.002082514941584686,-0.011132771398272156,-0.005809248891713421,0.04097625490859568,-0.023968877141386003,-0.014951258488829772,0.04407871998651004,-0.008245246027928343,0.02733149793938848,-0.03521694429969089,0.004159443937899592,0.022557332241045978,0.009185744226017738,0.038222014065100604,0.02175973376304915,0.03900283032097067,-1.9601879348741312e-05,0.01389535531939854,0.003217506379854482,-0.043585412779113625,0.016014195043621185,-0.007772300481139294,-0.0016605873472895505,-0.026220888604801165,-0.0038963009520209353,-0.017376982814920224,-0.056766884954749006,-0.035780040714588644,-0.00140698031219638,-0.01744495957929003,0.0014183568436064475,-0.004603647629238454,0.010574695786419029,0.005970611259380254,0.00126079614638928,-0.0012547430110507692
CYL77_RS15700,-0.02096454814077761,-0.01277307324404537,-0.02040103974780204,-0.028956484585884828,-0.0010169598030420081,-0.010952935351490205,0.04569464349044133,0.014980692607889708,0.011934496703510983,-0.028097787683621273,-0.01080794695561061,0.002680414919370925,0.006681985840449964,0.0034617509140053354,0.060666692374418706,-0.012736575993001703,0.02029631393222865,0.0905010905706536,-0.17038883586981096,-0.01457249347134006,0.005652178837705814,0.01151541391161065,0.06545277449200587,0.0020966121522221527,0.09333515477525178,0.01141951046564595,-0.03264483881920576,-0.0140439469448555,0.005849778961617737,-0.06156191342616718,-0.06347576923386711,0.0038795035560685053,0.004834668825786265,0.0026047182814084116,0.059709307636845364,-0.0019309793750362,-0.006468985564038849,0.006487276468776439,-0.028636544124463034,-0.009242992496890529
CYL77_RS00150,-0.025530540017932184,-0.013744570735757793,-0.022960087368756307,-0.0014146482225049523,0.03849141803606791,-0.03364320194660461,0.026369514518287555,0.007683261435396113,0.005918083911716451,0.01813458163878677,-0.022144053936560146,-0.015153090311982188,-0.06207381384980795,-0.006613549673078879,0.009224110832152955,0.08546723516798836,-0.009228223502471215,-0.012855569415541715,-0.02179550680610071,-0.0015970880526842658,-0.0001761124976029428,-0.008140782799305123,0.058657730654924835,0.032896381049817174,0.004629650405520663,-0.005074329561812405,0.0018039421970028862,-0.0028249011507012365,0.02238360631460429,0.0007472968088153498,-0.01419534980577045,-0.007936758450926711,-0.03632885564080326,-0.0045428091621996115,-0.02104499584072669,0.006018249734095711,-0.00204129803981382,0.002124571627917122,0.028395209810200252,-0.004361513845528477
CYL77_RS00155,0.0041921831508629085,0.027178020695070092,-0.005579685099339124,0.007199311841059705,0.0008526978069359053,0.02710813455630138,-0.005265088111596174,-0.010750001552700852,-0.00786024211394195,-0.0016593856201346684,-0.008048686563429606,0.03721138979073299,-0.01671910317138347,-0.003755582781126325,0.0017830832781997035,0.005293401306082249,-0.012362108780497287,0.002325921039318898,0.0027157909004940388,0.009913622232068231,-0.01616586398143157,0.011879457845657655,0.014282276326425394,-0.0021131993785325686,0.020987348522200185,-0.01882311696636698,-0.008112922673510645,0.0028484298195203617,-0.019578297438167653,0.005121860731886427,-0.00868947097628973,0.012053595074308131,-0.020421299850188288,-0.004204347554148371,-0.010256186812384075,0.014139910224424637,-0.0006458741010376079,-0.009565492351473548,0.0024512431658887685,0.002289653759722947
CYL77_RS00160,0.019077819242412287,0.0018355796846888503,-0.00986465796328134,0.028843128225189845,0.008490571504080256,0.024175193482978488,-0.02477776915171743,-0.014544853269084636,0.03806919464443012,-0.021389571334522118,-0.02112786293065022,0.027971510027400153,0.02195260340201365,-0.024414452398066614,0.0022967018899044712,-0.006185710902058734,0.05835965503386765,0.011471479469094402,0.021490097629590803,0.011803778660939719,0.0231007979026803,-0.020661030831822563,-0.005340583979023261,-0.01358681560972685,-0.01648129975468556,0.001957234499564262,-0.029505949265539354,-0.038494877241920106,0.020085341645946383,0.005512019664188287,-0.04316188064840489,0.02274168089832496,0.023964901554320073,-0.012704417077636507,0.01544826578206942,-0.0038750736382482023,-0.0027827491075988124,-0.003891681230887064,-0.006385285699453132,0.0734132928909033
CYL77_RS00165,-0.004486817851052058,-0.016478651275488768,-0.03933182163086152,0.022779951340240315,-0.019665797352349607,-0.010511640001846139,-0.022611207467419646,0.016367264159137723,-0.0033172222531403267,0.0012922107021736899,0.019504673482749854,-0.00218607334627423,-0.029545906462143532,0.026149456866661255,0.010343380905758134,0.035881560408876606,0.01683431994346947,-0.013125802843875174,0.0411383492050058,-0.017224200150359952,-0.009450028097699403,0.023939978088628088,-0.0009845887070386082,-0.04131336693922501,-0.005907791333465012,-0.010611711715740674,0.008477539098899558,-0.00805544165140563,-0.003943710310680452,-0.015858379987583913,-0.030962257195348855,-0.07011461047965828,0.01034049491641252,0.010433717881965104,0.0018678416196989368,-0.00811026839681255,-0.021525384129914973,0.028856016142225906,-0.009433988451382125,0.026842585799027582
CYL77_RS00170,-0.014383532967362295,-0.030679930828443933,0.009256339346643104,-0.037990155092991466,0.0093244305017694,-0.006888333945940812,-0.0062940145233118,0.014120990592054234,-0.012739845906355072,-0.03353117397173475,-0.0061966586839028856,0.0001503544578064264,0.0033484010184852584,-0.0012495696787514089,-0.0053065464462582436,0.001070342901228762,0.006287708232142264,0.08955598672662658,0.02420029438567244,-0.01292635399052645,0.0009106329890220839,0.024431928600016244,0.02642322794665652,-0.013856456708072605,0.038480090903886155,-0.0006079614534057377,0.04650068918443001,-0.029191874292479703,-0.045824418092021355,-0.0241620269402235,-0.0072568079971730105,-0.002426745602258563,0.0010657292475289887,-0.009775558071325973,-0.03732551119621895,-0.0012004820469436424,0.012579608822698294,0.02047714611298137,-0.005462626856171523,0.019254729940040148
CYL77_RS00175,-0.013138155917735204,0.004655540872501013,0.006976055482155631,0.009866042034900437,0.023386943349314546,0.003310317330765912,0.03048325600126605,-0.020532710810743038,0.05852390520664655,-0.018835073054140138,0.020871312162876483,0.0168908353092257,0.0023277111157634115,-0.019252491504426154,0.021794075995306104,0.07927747860572952,-0.008140691574467406,-0.017518220361778105,0.019969777718063006,-0.030536511851502034,0.002874068032118338,-0.012500969758763058,-0.008209516271469812,0.0084327881652615,0.056120646458765217,-0.034384238137357886,0.03585553182084222,-0.025458960527670427,-0.03784559985641756,-0.04725704740934447,0.011369031436584166,-0.03830519561299114,0.03609044699768404,-0.038590810198007114,-0.011825897289885026,0.0018369575267828586,0.008872160059573314,0.039595864510657414,-0.013648879263580072,0.0007259817852765117
CYL77_RS00180,0.00299861029462696,-0.02115278317871367,-0.005481547431341007,0.0026031664694173406,0.01481923941899108,-0.006140336501299823,-0.03212788731432134,-0.0018077180935868803,-0.005490432297656951,-0.0005703742366418223,0.02224899636136823,-0.045682326000207135,-0.013455587310941817,0.0018601337128426052,-0.007969915305697852,0.003041314351600966,0.01011810978569393,0.0077701887729869756,0.006265440575107132,-0.004106222551596235,-0.00797795524590419,0.00843892122028393,-0.01265876345190186,-0.02320411232631912,-0.0012909372423503098,0.006265963037267657,0.013573377754083231,0.012640431528432234,-0.006919313677270899,-0.003610835125207349,0.007401213110528786,-0.001088002287901463,0.0003634904976270015,0.0054096392642963235,0.03228617514274225,0.013054047102506676,0.007914764030273887,0.005536915936523535,0.01428370683885443,-0.012856357857699835
CYL77_RS00185,0.000818592948654109,-0.01973606729009773,0.004622003998764709,-0.007449633028259653,0.00492646833154728,0.003184815732771734,-0.019991805899941116,-0.007816231010353121,-0.010135175819132545,-0.00735691274593541,0.023480487822891312,-0.054979230006592335,-0.0038770417088578577,0.017981008420311338,0.0010131069663393954,-0.004486026689868067,0.0008279895694242189,0.014109736766797887,-0.007898724840156031,-0.005212125098653138,0.0014967824776515066,0.013761601261901533,-0.0087869027550575,-0.031503951212095184,0.005467327745578285,-0.006547784322902175,0.015027177346704779,-0.007026015993271497,0.009265236600754966,-0.023202709082923264,0.00790703554210556,-0.006987342096998929,0.012651170674901529,-0.001344313821298882,0.02052196310308888,0.003284247728088284,0.007170229245389653,4.371152181910396e-05,0.02022387223943055,0.003469768955692806
CYL77_RS00190,-0.011711327097221044,0.004901301576045236,0.003991282016696935,-0.001449498977080094,0.0062367517447617345,0.010573935051194805,-0.023556952033267325,-0.0023849688003660195,-0.007678712903608259,-0.013928924699218833,0.010749330337828584,-0.058699750268516905,-0.009516277908211941,0.004046013392071056,0.030219545281513587,0.0012304328212499212,-0.004354527781214772,0.012618751242280348,-0.006785402319407264,-0.022100958423031603,0.015470948922558111,0.012829873288278901,-0.015964015094431357,-0.03372391766544279,0.010798496995910505,0.026159373730747247,0.0017307723235360057,0.0029671217894054218,0.002921982925206127,0.0023743235208043877,0.024642787245511225,-0.005633342473215616,0.009370557500287337,0.0032762889386258602,0.02192493503414692,0.006762190308643975,0.024376871923626486,-0.0034352171005413747,0.013164049734721829,0.014791047334045742
CYL77_RS00195,-0.004080825245502695,0.02287461454796597,0.003518392583451621,-0.006008722639212403,0.0008533622606371855,-0.005039308945308858,0.01649585640803594,-0.016125347038171617,-0.012300608141687354,-0.01152233850730791,0.010872210905700222,0.026775237459630827,-0.0026969182558694814,0.008429785566481437,-0.008260477779264001,-0.005875100386626467,-0.0025748705868317767,-0.004771959086222705,0.0012278942652529524,-0.006813629887194841,0.026343872830764517,-0.008720262324858927,0.003578546492658623,-0.002151969339202677,-0.00231683993019462,-0.006101348605450336,0.015160680860437146,0.0023482406803513635,-0.0029255620444361575,0.0027642627241272182,0.006224767602238998,0.0015956505855484351,0.005500667060746424,0.004325945629710535,-0.010232181154969221,-0.00971827707350483,-0.015452629524864292,0.0012134718650632901,-0.007442207000838381,0.009280923074837594
