,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
cg0001,-0.00269485902107826,-0.0008454114280866273,-0.007168226761598573,-0.003115179517533674,-0.0022098062395373547,0.0002804907359464698,-0.00409821415443655,-0.0030014645800954627,0.008737442457139399,0.004295281049879559,0.0021981401890165987,-0.015579615168105245,-0.00044978227136283083,-0.00541784307068812,0.003331792648816763,0.0009613347855188428,0.0028822211193711084,-0.0013291828947007969,-0.002597218547997562,-0.005471639207750416
cg0002,-0.001610442432385936,-0.005522158990307144,-0.0036816742566207054,0.0015918052757070795,-0.0006652385993198798,-0.0006552017966851255,0.005885984243645128,-0.00025561081765553174,-0.006183309893087236,-0.0020309320696942253,0.00019544617291054013,-0.0058518671813289624,0.0023438675387880076,-0.002026745725834562,-0.001653149060102789,-0.001151249155295096,-0.002677602719212741,-0.002122737680152646,-0.0002611509650855175,0.01283785657413261
cg0004,-0.011151731657683673,0.005820562806587227,0.014044725048760764,-0.00013586306810700767,-0.004153505414096615,0.026393454095069768,-0.005176144562144976,-0.008008481760339655,0.016780334751457772,0.003855915083685942,-0.0015993140652521933,-0.008086251573392494,0.017603939874347246,-0.018900987143479982,0.010981440659585815,0.02034078873781191,0.008277151780403367,-0.008247272749791677,-0.006599908944997412,-0.03323810113437059
cg0005,-0.0007742973209359431,-0.0019095096236722794,-0.003704066048012578,0.0009757405021213712,0.002052473589658659,-0.00021498306631670392,-0.002025147060536499,-0.0003794828479461469,-0.0014710118835659011,-0.002567202772957683,0.0013127440017115491,-0.007376312632669852,0.0009464406957872608,-0.004358518880008143,0.00062733104979163,-0.00019711351777943094,-0.0030904998540072543,-0.002373472319968776,-0.000613564595050804,0.006955638483262239
cg0006,-0.0011205074026666962,-0.004087749224106244,-0.0034444350231408022,0.0009132078017755691,-0.00056604215611865,-0.0009829948521891529,0.0037268507522435915,-4.730081014949659e-05,-0.0038291956247527886,-0.002826865285542266,-0.00030777800482261353,-0.005491876334661356,0.0005206286336347965,-0.003582640033440619,-0.0007670377591403148,-0.0011653452099751062,-0.003214609129005023,-0.0027202088026004522,0.0006687347580728171,0.010961466731415757
cg0007,-0.00660912561223703,6.618038982165241e-05,0.020553210202270744,0.006477794121691424,-0.005593653856431443,-0.007158156405288565,-0.015185440859000232,-0.0022021773539551686,-0.00012729726702019603,0.004997155939857596,-0.00989419576903789,-0.0011632021071533913,-0.022177649672690803,0.0003239043682046844,0.0022031410204917585,-0.003205295649231348,-0.002413833547805245,0.003942694751085791,0.005866005960221643,-0.019226739283921858
cg0008,-0.0013148093220834043,-0.0035387475151400314,-0.0032766727380376575,-0.0007620968998116014,-0.0007238827613939409,-0.00044785208540623595,0.0020291385616155737,-0.0006064647496103575,-0.0009703740074146509,-0.003243896139230362,-0.000260205236724039,-0.005843234652080909,0.0009132836318802215,-0.002529331164923782,-0.0004700030507817261,-0.003692200471316508,-0.003182642517479384,-0.003096957381900761,-7.405308261403407e-05,0.010235768279597565
cg0009,-0.0004100526510194222,-0.0033034910282849707,-0.005265520534556025,0.0021886941236010835,0.00032426471483474814,-0.001918750629415225,0.006535592794432895,-0.000584054945228618,-0.005215045902345306,-0.0008639084955656401,-0.0016436077398800841,-0.005118060622408284,0.002559909046099109,-0.0034576328733198513,0.0006049709557381131,0.0027553169240198067,-0.005735307022470966,0.00034872935465950927,-0.001013430256036546,0.0036184157142455666
cg0010,-0.024846169345554676,0.020342312403612707,0.038391316726938476,0.0031665340196905356,0.00594082574417066,-0.007802356868335976,0.020788428187341647,0.028362739993541438,0.03279800620707667,-0.006089941520497305,-0.013726495138815686,0.01706842967237143,0.04368369219067088,0.006274428970814121,0.009519686877659937,-0.0033686601499552534,0.00845272525281117,0.014471631224891786,-0.016558420806820157,-0.03635191025765006
cg0012,-0.0060530854269180215,-0.00631215985853602,0.004834314830926822,-0.005524523629436936,-0.0019007037978551356,-0.004375074931932691,2.129280932540762e-05,0.014577084326460422,0.02138478975987362,0.008383627193319958,-0.0006913550340210095,0.012506915603057913,-0.0024908333296672315,0.02050790786546803,-0.0025413299863011585,-0.02640215672366469,-0.02647442578488721,-0.019057201053878904,0.0740668490276375,-0.0003609215509172342
cg0013,-0.000976122140130545,-0.005090721826164605,-0.005347092193520817,-0.0009917309667156087,0.000263087495306029,0.0011610154418990536,0.004393921042992113,-0.0020475856549473145,-0.0044353882162332745,-0.0011877401987681582,-9.71356957058464e-05,-0.007163311372116343,0.0005031980943491086,-0.001138112566011157,-0.0025635220274223295,-0.0004966212802089492,-0.0028626115417300347,-0.0023315204945404456,-0.001112599714986441,0.009813017324515623
cg0014,0.00044403736917369887,-0.008545205997327865,-0.005243437749872353,-5.493434909230467e-05,-0.0006179780838652491,0.0019155417558452967,0.004805792683842899,-0.0038620295479257823,-0.0031576272301031888,-0.0013226614851804639,-0.000499915733729906,-0.007005873495093602,0.0030498073990173603,0.0002444556043559227,-0.004313553162373161,-8.666689513852505e-06,-0.000906973734811357,-0.0016664225650168066,-0.0016525211765495648,0.014427886863594521
cg0015,3.2542040575080847e-05,-0.013782672518039506,0.022925163373136187,0.010803487840461534,-0.0013562852291487586,-0.0015774404140235909,-0.04266309916011164,-0.01993756312462965,-0.014878600570487842,0.0023028982147301007,0.0010816502114310731,0.02516731777691631,-0.004713754214666084,-0.00738402312235888,-0.011356052004419121,-0.007165564928923557,0.0064169378604338285,0.0006131651794937643,0.015324615519345587,-0.04715288516199366
cg0016,-0.0013192575318155969,-0.0038314954902986136,0.0015879381030294668,0.00041355967603087,-0.0010105875914797602,-0.004316672204265477,-0.004063763167960906,-0.0005439967762168317,-0.007377563805283174,-0.002123308678438336,-0.0025237314171163063,-0.0015409049893535176,0.001178617149059511,-0.00026989661870218296,0.0004009067494520991,-0.004900381520114644,-0.006743393549053479,-0.0013807739161322604,0.0010263683190106809,0.0060840753561835674
cg0018,0.003287267884952487,-0.008985011124825911,-0.00891696375734706,0.015707642394720688,-0.002167937130108047,-0.00037199587465854494,0.016529910398544234,0.004608205927662587,0.006506122567677336,-0.0027748288030387497,-0.0018211986470186483,0.015605354944667492,-0.0009257457038950885,0.0010577918491257209,-0.004200869443914243,-0.006967611449606875,-0.015328767729874973,0.007063016854974432,0.017773407032671537,0.017924542692818436
cg0019,-0.0008147276724054291,-0.0051005747465256235,-0.003975446041895187,0.0012266017981982908,-0.0003617868905341239,-0.00114943973256598,0.005565997346518755,0.0009441791062560378,-0.0032560876272635353,-0.003195028122058334,-0.0007741127215600368,-0.004574633316368766,0.0014132114727432588,-0.0025644757391346516,-0.0018886277359380058,-0.0020600670219861625,-0.004109909006626716,-0.0023277426720687117,-7.90913628995714e-05,0.012105878391306214
cg0021,-0.00614287142303797,-0.0066870945231070865,0.0177746731880332,-0.02333663128501783,-0.0020357478160505094,0.002669159790583272,0.045082638967064076,0.006086354694396005,0.006914422435683396,-0.0018169933135090126,-0.017140211505897313,0.008969989635404874,-0.06128474991351418,-0.004689597231367814,0.0024087913802963083,0.00288685076160333,-0.0026177221817116673,-0.008927293598628155,0.002801722907924106,0.014773640676187203
cg0025,0.0007122162185967458,-0.005569509857547049,-0.006984386913075038,0.0015574919253072727,0.00015868942665339008,-0.00020090981331229068,0.004550901700592283,-0.000984967592817291,-0.006549316132984247,-0.0013954690635649128,-0.0017742526308409572,-0.004217886588461499,0.004743865993419639,-0.0019419718024768669,-0.0013986943479601644,-0.0005687546326350296,-0.0033683179927514358,0.001959140412296914,6.12234550888472e-05,0.010467483472287348
cg0026,-0.0016120995614909773,-0.0015603141750391888,-0.00439238669332285,-0.0017239166817176006,-0.0009049545011752184,0.0014315267488132304,0.0006653694842077377,-0.0037664145520846263,-0.004764947926298163,-0.0013367112643083976,8.073339922036633e-05,-0.007512742807609167,0.001724791731807015,0.0004511214298236624,-0.00047341027249805603,0.0016454727711016945,-0.003176029625804152,-0.0017480621148514611,-0.0020835602265601026,0.007538634548787781
cg0027,-0.001216000958811429,-0.004771490611427986,-0.004002708060269356,0.0004885284546082263,-0.001021287996852243,-0.0003483104408345243,0.00532680423191886,-0.0014054816884428766,-0.0034301505848373004,-0.0023176295415869162,0.00023055344200689803,-0.006462924510791781,0.0018506596782005707,-0.001622566453275952,-0.001393068327414364,-0.0011418800479417396,-0.0038808730227069235,-0.0023224008603691462,-0.00031260473566574687,0.010939210227760473
cg0029,-0.00039264709821746783,-0.005486617551530819,-0.0034488815068771106,0.000365659369460885,-0.0007009423189809102,-0.0008590012292930816,0.0038319538702315196,0.001712669214051827,-0.0034335667918983116,-0.002385943245660162,-0.002557652234643822,-0.005408503908469364,0.002053989891505514,-0.0023608911539784293,-0.001553809721743558,-0.0017388093021422683,-0.003302557859712065,-0.0023478386396681605,0.000278605561820318,0.011393173742122873
cg0031,-0.0012005998825151418,-0.005939385206095924,-0.0032508549277133775,0.0008587177236590026,-0.0019730047163800495,-0.0024055614521630766,0.005437639001138594,0.003318952658075022,-0.00726834780385909,-0.004134194021301444,-0.0023769292842312794,-0.003972674322286398,-0.0010928367351679415,-0.0026919170945891094,-0.0016607862476310429,-0.0012473435278001267,-0.004105254967053882,-0.0012772208797459216,-0.00046825344796098197,0.01074411671596404
cg0033,-0.00044394076442261595,-0.0058957928158332425,-0.004131132513861218,0.0011900412434393574,-0.000350110220618009,-0.0016395690692731597,0.005810842884681592,0.001839176158602638,-0.006193296942542126,-0.0029023604315097655,-0.0012097810270952022,-0.005520083780494107,0.0019361381080916851,-0.002128162034791607,-0.001326419836104308,-0.00167414570232364,-0.00364936515734954,-0.001740836936019167,-0.0003646669736121167,0.012665317931681602
cg0034,-0.0005392886942596391,-0.005475860202394248,-0.0036434418743870323,0.000135576097504729,-0.0019045881672462356,-0.0014189792131715795,0.005168235181809997,0.0026518165811192196,-0.0055131587543470065,-0.003623726146832225,-0.002750528778167955,-0.004214384228998567,0.00132403794023115,-0.0031657842470692917,-0.001538683211422572,-0.0025424618375010422,-0.0037653966891589494,-0.002332622424163001,0.00022240611843985105,0.012276459965053674
cg0035,-0.0005935874840060458,-0.005489486549791861,-0.0037271538935040754,0.0016727519082350658,-0.0003422305289306649,-0.001601623417148441,0.006741760581960533,0.0024345139186430537,-0.006729452596097676,-0.0031917713927523917,-0.0022970086711564964,-0.005161471145612333,0.0030465253367045813,-0.0021192535436194704,-0.0013669000301041448,-0.001609254814804702,-0.0037949210817489385,-0.0013399413263788498,6.0811308180003046e-05,0.013134946754546599
cg0037,0.0014246966921646004,-0.008071889541193143,-0.0039899299093189835,0.0015515251910426004,-0.0010599215817300263,-0.0013061092671591249,0.009347308675418326,0.002808596916043921,-0.006565315410095587,-0.0021961761430816457,-0.0058590383155365435,-0.0044340722251563006,0.005504321639534962,-0.004080022536085739,-0.0025310911360345383,-0.0016848599369722042,-0.0017048095409394036,-0.001414746609276923,0.0010444835455021778,0.014615925305826526
cg0038,-0.000313169477239027,-0.005042867562464102,-0.00373218397397607,0.0005942107646074265,-0.000917862636538475,-0.0014563536555951054,0.005711865840496416,0.0031217295647233707,-0.0061348156293537836,-0.003485424547346766,-0.0028499812506009793,-0.004665324848202205,0.0014501891196633085,-0.002703782556279757,-0.0017245207949336773,-0.001737290476210259,-0.004251801321183636,-0.0017760749955154542,6.115021091337705e-05,0.012308954219398678
cg0039,-0.001145353629900034,-0.003942720944369767,-0.004264569019580925,0.002008856699171891,-0.0014507321787327126,-0.0017978199882794008,0.004446660877001422,0.0013447369765577969,-0.00347103870870054,-0.003398976722648368,-0.0007873624824184538,-0.003517765023794893,-0.0013793056662055657,-0.0031581031462507795,-0.0011470149095741168,-0.0013459485473384105,-0.003560343400228172,-0.0025431666329960535,-0.0005310129287692218,0.009883856993182694
cg0040,0.00039174313241541566,-0.005379286268286869,-0.006971986389077906,0.0027620147422661463,-0.0016311590567068537,-0.0010628930257791105,0.008846001315858292,-0.001881370411662997,-0.003941225591075074,-0.0026545089040921534,-0.003042657137745246,-0.002285212887908781,-0.0013205382692289154,-0.003167032629689932,-0.0041067472825553316,0.0007823177032011308,-0.003422793383886963,0.00011070177573176604,0.000329801835283588,0.012569693284394954
cg0041,-0.0002166610182107452,-0.004632292620410458,-0.005040836270277603,0.0007141718841087294,-0.0019526847704638326,-0.002309138559667355,0.0075820614993838955,0.0003006877705683978,-0.005734023278239631,-0.0032277149808029467,-0.0044439180223134435,-0.004957236092417841,0.0026446490423208302,-0.0025919177881745686,-0.0027808263503489123,-0.0015287301337383885,-0.0023721859188483374,-0.002431351077284466,0.00047341445687733394,0.012784422994828494
cg0042,-0.0008547592019268939,-0.006250985394891192,-0.0036915394258050637,0.0012653721386493345,-0.0006775479088474979,-0.001135716557656385,0.005890989817997288,0.0005170157508899431,-0.006074887750057875,-0.003444828228461474,-0.001938543455449693,-0.005242214841414963,0.0026741774203279103,-0.0013289373902226067,-0.0018494071348585416,-0.0012720886971950803,-0.003041345899630248,-0.0014140350288633428,-0.0014102838004401608,0.013113604700515638
cg0043,-0.0007327362603477948,-0.005307752736422805,-0.0038239318764827722,0.0005392224343373234,-0.002195661598333209,-0.0019339557047208331,0.006273537243103407,0.0036736374061348384,-0.008060326399887748,-0.003545894682109316,-0.003022360430318408,-0.004631156760888875,0.001940369535562514,-0.002875878422451451,-0.0022920953522670515,-0.001977101838150245,-0.003718139185880912,-0.0015555838801904966,0.00048253806942824605,0.012056270966303153
cg0044,-0.010470640651922181,-0.014258752801136663,0.02621332785551773,0.0012924571141233884,0.0011763783585776626,-0.0037694553252777476,-0.02889313900825704,-0.0035742663673335924,-0.010680272656984534,-0.039745270455384174,-0.005432719623052636,-0.014914731311044266,0.006921140193470133,0.05515523086525185,0.010199151005363592,0.009409210760126232,-0.013175604107629526,0.008450357200858509,0.002693294982783387,-0.044314030475793804
cg0045,0.0035184542841157447,-0.013572209368839459,-0.0019046200067655045,0.01114440336665947,-0.0022051298826439945,-0.006849907172677205,-0.03499373331618132,0.0005730766040154957,-0.017065813493559203,-0.023383715661661978,-0.009301477136104866,-0.010209277120290681,-0.03349282611784503,0.03955884049093041,0.00821259916643524,0.024155764545806244,-0.007173053501453982,0.010409311818746922,0.0027753219413408363,-0.03389359539981982
cg0046,-0.005811851355720424,-0.020028004437067756,0.001486769836237909,0.004279253011634421,0.004857421606106558,-0.0021765432831193127,0.012594888418102907,-0.008392700368371052,0.002768014493780903,-0.004536406334384266,0.002667332024324781,-0.0025336524640263503,-0.017220052137989626,0.011275329352500649,0.0031285584997537636,0.001706552178241374,-0.0040477882717848655,0.006160780216963807,-0.004936203845254549,0.0018496537294897825
cg0047,-0.0012998912288503092,0.05531275066005713,0.025030797707935527,-0.0006133166507822307,0.008360535300285335,0.0048794683537213175,-0.013650530494282947,-0.0020585188795214505,0.0047869076005756135,-0.014590099748675714,-0.0097820977051043,0.023632956928586468,0.030905072582545264,-0.005572267913341426,-0.005742533171501997,-0.0007569172833522753,-0.008316677788986497,0.001754135481665706,-0.0005790131843720593,0.006980157490693009
cg0048,-0.01318206337619557,0.02369251947306771,0.02948612714896871,0.01206149393845346,-0.004061129178141332,0.013935543748313685,0.03473560474541032,0.020958199435585363,-0.0029795427544396626,0.002834997900761134,-0.009537687096032005,0.008977290273944737,-0.08073784265034875,0.005623100183455383,-0.003162371394372358,0.016935448878663186,0.013104929848524955,-0.014661756430248625,-0.00905126220749813,-0.016330608226437473
cg0049,-0.0010959470762963983,-0.005141153795411429,-0.0032722389588367346,1.5038908124179922e-05,-0.0002269017706528049,-7.58846073429502e-05,0.004897138717572179,3.0809379962306744e-06,-0.002455719235921429,-0.0028404806149904312,-0.0016463877835689639,-0.005584626694546829,0.0019802480420711426,-0.002231283722199148,-0.0012019253558220528,-0.0007513502212968468,-0.0030278251925315064,-0.0030443305321655656,-0.0012512172919642238,0.011089669180578271
cg0051,-0.0007115776017254101,-0.005878904691048495,-0.003014003346648536,0.0001011715818336301,-0.0013049180623400788,-0.0013753757494921568,0.005392642197504189,0.0022715420769545795,-0.007139219896617787,-0.0034466129858962925,-0.002561173480362989,-0.004887830692785796,0.002147717596688849,-0.002320456392822233,-0.0016166235974749421,-0.001923287778753312,-0.003635641168125425,-0.0022659306187289485,-0.00019805702282935388,0.012917752517741401
cg0052,-0.0011075929760680579,-0.005796525863902939,-0.0038290849850913704,0.0009527550098319908,-0.0006476605511485969,-5.333189102991205e-05,0.00610106989424282,0.00044353591717134316,-0.004726960184698207,-0.0029629274721765385,-0.0009332808378513218,-0.004772469733567211,0.0012686993216103287,-0.001983518821596064,-0.0016191745007627684,-0.0013816669155377794,-0.004058659322046096,-0.00233037200003304,-0.000411415815978276,0.012631155556427494
cg0053,-0.00013504196460739732,-0.0040386414028145004,-0.006737530834943761,-3.4821614178238904e-05,-0.000579612566043955,0.0010646841671170205,0.007430315538877166,-0.0001774433368799193,-0.001909637183434675,-0.0009519253279810321,-0.0029898333085492607,-0.004028942811048849,0.0037509634375983954,-0.0023468047271465683,-0.0011778245387320419,3.693421024122364e-05,-0.0030089344899378754,-0.0013821744339985174,-0.00048176120514391524,0.012588778856278068
