,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
cg0001,-0.003633108271442648,-0.009965042905206174,0.003603452120588817,0.002746375669840026,0.002603772159559062,-0.004951081769800166,0.009106992897689811,-0.0028892169419674723,-0.0013675791892208014,-0.0005049340708529581,0.0021720963800585537,-0.015616154817605265,6.139470137937311e-05,0.010864883892535392,0.0025036212615093196,0.006709471393108833,-0.0023637434481741985,-0.003593425726607799,0.0023607981616974873,-0.0012558311011767352,-0.001987930281813035,0.0029593542195782163,0.012475742591298744,-0.0014703428777202777,0.0001665157923545214,-0.003546259074541046,-0.0003651644569420612,-0.008714055075612251,0.005470521018209794,0.00254213530421249,-0.00010414670357453745,-0.002718420637269502,-0.0022209533087573685,-0.0024697155892021484,-0.00273216854615005,-0.0006920828552857543,0.0025522935947969627,-0.00669644823912701,-0.00261280810128727,0.0031543482953219092,-0.011537052048580507,-0.002164768173079872,0.011369676408707702,-0.0006918636516565778,0.01251564700440227,0.002959991942104017
cg0002,0.0011073727792683056,-0.0005366611622450998,-0.002139030454395774,-0.007228719241803567,-0.0017594949896280801,-0.0036586820041684793,-0.0036337489634018266,0.0003732414904352693,-4.660906378035251e-05,-3.3374880279401315e-05,-0.00034882463294421887,-0.0036393303612825443,-0.0006432743554853625,-0.0032079523155593647,-0.0019432961017593756,-0.000654860765973855,0.00300951867738207,0.0014000280420719193,-0.00043690670340462186,-0.00347760332916079,-0.0010260269262100294,-0.003200686370205059,-0.008504279061083489,0.0003279926920460765,0.000923211292558702,0.00048211968186344644,-0.0016752018492785686,0.001102442391471629,-0.0034925349852804877,-0.001086471091321873,-0.0034262748236353058,0.0013655379075850633,-0.0044857001568339785,-0.002331623509640403,-5.523961729467661e-05,0.0026377258144034505,-0.002862360197578008,-0.0035835933338186216,-0.002290166232506103,-0.0016741253156709848,-0.00607995048728024,0.0008918549483120379,0.0013805580235487492,-0.00706867987952205,-0.00574214552645743,0.007360380413585021
cg0004,-0.0018129016396993811,0.006166257077163464,0.027049684442388932,0.015209776739857765,-0.004000225466239408,0.005623035888249136,0.007999887697238684,-0.022007782651656867,0.0071068415180332665,0.008146591530861164,0.015299621039929759,-0.016064737374882856,0.0010794953009447765,-0.006312435021338231,0.0023334961158014236,0.006888855249258736,-0.008724212933225102,0.004810281767661192,0.003231857554720023,-0.008390842640615901,-0.0006688472807169582,-0.011603583377264099,0.02076952739005173,-0.006435329239863399,0.002305384073189797,0.009909415699749475,-0.010501984218994951,0.0013075719150581894,0.011074857094704356,-0.004590992527611935,0.0031376809428156852,-0.026829140968152494,0.011945058841554446,0.02363749021975121,-0.004955155634651745,-0.01817295576969093,0.010141522058556542,-0.006243682047898452,-0.00820278627386979,0.0005816732646534036,0.023378162354075447,-0.011121508992204387,0.00023697662647556133,-0.008810196232630659,-0.02164247616811211,-0.013789393451852558
cg0005,-0.003100634942235489,-0.0016862159854802343,-1.4316648558546194e-05,-0.002072430053274179,0.0006557385903514471,-0.004565329665009591,0.000417472642950271,-0.003325109312452016,-0.0016020852659387383,-0.00017833327493261498,0.005656988774046006,-0.0052330612621584,-0.0008808893957569391,0.0009754699024736573,-0.0007486372304192511,0.0010783930997737533,-0.0005812764948798072,-0.0014712454389124122,-0.000354416173035937,-0.005348273077472281,-0.0015869249692403796,-0.00311942390817425,-0.0020478853211134997,0.001053701563061317,0.004159507431024557,-0.001879360072037639,0.00011565081020456051,0.0005601889133178397,-0.004258527393240872,-0.0005404704471006798,-0.0005931650414089831,-0.004996684368905377,0.00023981145826634527,-0.0017510412523365842,-0.0002661475677576438,-0.0030196508401311643,-0.0024046541507494997,-0.0025651345541962173,-0.0022151273889251095,-0.002003086856114306,-0.004293005870648777,-0.004184328703866409,0.001059292135918163,0.0005468507249279168,-0.005126597201565772,-0.0023926242158945664
cg0006,-0.0014437992176368711,-0.001998221323685541,-0.0022851984556179396,-0.005920479907731555,-0.0012230752100151612,-0.0013288929669301188,-0.0025893143303991977,-0.0011984164931291318,-0.002299428725912324,-0.0016245675059296924,0.0006796848993351415,-0.003715188731334581,0.00018945090975842224,-0.0026154626969656647,-0.000817883640258384,0.0009892483247508814,0.0021335391231152375,5.6306310612896324e-05,-0.0005362480649809201,-0.0047826858600599756,-0.0019876896980871484,-0.0011171341961762832,-0.005071175172828051,0.001748415695499222,0.002127927977591873,-0.0006232350693992237,-0.0010341154948041006,0.0013152240413223362,-0.0034016603998479754,0.00038972031876754196,-0.0010158688737264482,-0.0002579541735766288,0.0011465830671875267,-0.003949154814615633,0.00012160252848699916,0.0023073567638275047,-0.002468649685606049,-0.0030122690377665535,-0.0027123667740657593,-0.0013531432413397568,-0.006544857787027712,0.0004076442576073973,0.0021542532847606366,-0.0029597906228352165,-0.0052978021994806975,0.0019728057637072426
cg0007,-0.005730100911436632,0.002177758722357227,-0.0040234907809812105,0.02422784173055754,0.0032191358110877128,0.002477957251842183,0.007625518151638122,0.0028246284568040018,-0.01917980427388259,-0.0024224368900456527,-0.02119218168535662,-0.0015066897295402404,0.00834139792995068,-0.012690062446115242,0.0009613057674874595,-0.006756762343194445,0.018245523750890287,-0.007533464305927775,-0.002331463163283637,0.0114663583128909,-0.008251205462905706,-0.002874995098009151,-0.009118542651434958,-0.007208202657568541,0.0005888781033589735,-0.003733889139138768,-0.0027212708351098923,0.004926029120174195,0.002085286982482889,0.003955020751187762,-0.005573692299111981,-0.01360463582926882,0.004487129098828741,0.00015390144620405438,0.007525996589579754,0.001574588815034497,0.012262217192872658,-0.011176151121371285,-0.008241074054589218,1.659707247660592e-05,-0.0051206517058754895,-0.008219114269464284,-0.007021268259946814,0.012361062104985982,0.012919917890274479,-0.010063754448293402
cg0008,-0.0020251764529529512,0.00035511029856160497,-0.001455522580062229,-0.007950404451248162,-0.00028851003771578954,-0.002601153048669724,-0.0008616138275559307,-0.0013217163534820697,-0.0017990198450008367,-0.0003998075442876607,0.0009194449957530361,-0.003846333477862956,-0.0005391692570320735,-0.00033611869035316916,-0.001241274033934601,-0.00021031125049081453,0.0007361856067909547,-0.0004979921264381958,-0.000625162726602366,-0.0031428435077135402,-0.002191591712822794,-0.003140787229109196,-0.0033033769660543405,0.0017068784013391206,0.001410388048404064,-0.0004763318706072562,-0.0010057890990315362,-0.00030098233123597613,-0.004163275069432512,0.0015185543942686525,-0.0012077449466956567,5.107973922267337e-05,-0.0022633562746208345,-0.0005309129219509786,-3.880520597560566e-06,3.935997280997638e-05,-0.0032357715812374056,-0.0035149547355481673,-0.001959513327505353,-0.0012439783101100433,-0.004413207623491488,-0.0017161668974271487,0.0012111305618226799,-2.3049833568915277e-05,-0.005760529148509397,0.0017782539952350823
cg0009,-0.00041340492683138765,0.0002512105180667271,-0.0009124823456196478,-0.0003894989825163785,0.002713098245192492,-0.003964476248499985,-0.0018933247835519768,-0.004003568685961769,0.0012529529395091431,4.1891656686156e-05,0.0007990328644252956,-0.0012504913521652614,5.641351886111863e-05,-0.004396949669093278,-0.002201347873872602,-0.0014152424943054479,0.0013384008586582966,-0.002702515751923388,-0.0006254443807171941,-0.003684598410491912,0.0006667297377199928,-0.0032909722084544703,-0.007098619684350117,-0.0029814360179428595,-0.0010895325136065582,-0.0012364014450472575,-0.00031361014628915015,-0.0017594692912037777,-0.0017112613525305915,-0.002092837323297558,-0.0010400437166204295,-0.002546652194359806,-0.004073830172789278,0.005191680916200299,0.001652283345559192,-0.001989616640393498,-0.0001202086509922871,-0.0019729917709378317,-0.002509943957474436,0.001046724743491707,-0.003437787969384542,0.00011705254699841854,-1.3437965115983729e-05,0.0007768165786015091,-0.002363164775499227,0.002604318436198049
cg0010,-0.007269338343857111,-0.008668797454755418,0.001031089092117515,0.014876280826304438,0.00899438780895146,-0.028142459920894335,0.002129362644582369,-0.011698321808278844,-0.0059298147522294075,-0.007176097746870269,-0.03381546712126209,0.004472639914864887,-0.008095041798275603,-0.0195835963510577,0.001986188017526303,0.008065671491542633,0.00149807333966479,-0.009019397519274212,0.005329800846455624,0.0019857634190553865,-0.0005508103968484543,-0.013700065133934467,0.012579882483909921,0.016368194847850733,-0.010341404670563508,-0.005345756629248117,0.004224379336110541,-0.004068158582160878,0.00480806527603074,-0.005823361654917327,-0.009573271020027363,0.011409214892884285,0.011179775216881373,0.0178582734327314,0.0007306337931083186,0.024871520332035015,-0.017389753930029218,-0.015214043130055295,0.003049863394031868,0.0007582413141028388,0.08372416444352676,-0.0015099361640313032,0.0009076378666650874,0.0041663091723898515,0.035024314568843765,-0.030925812681261256
cg0012,0.018771260731483098,0.1841145588953608,-0.020354179748975687,-0.017250434333251626,-0.01059388499155927,-0.005142843641438247,-0.022135590480541586,0.01192493110102588,-0.006190664243829346,-0.008040156512462268,-0.0440361703135921,0.04118563583776777,0.057994941369549496,0.011264272355757627,-0.0021203062272014115,-0.012105469876919685,-0.011437903012769757,-0.02310466741777931,-0.017900988082918238,0.0003597695487379399,-0.002179637333021841,-0.00044380137543752006,-0.011479064140708475,0.0142612852144976,-0.006635165592052929,0.010964631119092669,-0.00047414000959067055,0.015242845156990995,0.004807394805867001,0.004793395166860396,0.016936724936086854,0.009676884205007235,-0.0028337978600211865,0.0019069730086345184,0.0005757419498839518,-0.006535030734164817,0.004634324598678066,-0.0013954446385099988,-0.013710817574033423,-0.0007427226031601722,-0.009825133863814655,0.004111820059825704,-0.011778268800562208,-0.011642972087978296,-0.014270372931322299,-0.008173154153785828
cg0013,0.0018690490538473417,-0.0008704316800555602,-3.6875851044779125e-05,-0.006301406403309264,-0.0004335861749669514,-0.0037956251092985736,-0.001169912170995051,-0.000681909006160906,0.0029917961973820015,0.002107699583510572,-0.00013714180686466473,-0.004455578806692505,-0.0009532190252958162,-0.0004657266958642003,-0.0018525282106518727,-0.0015407686205884915,0.0006800439694921172,-0.0006051380596087122,-0.000773648215757356,-0.001984421386155201,0.001106837886122971,-0.008005689230328947,-0.009147464448798827,0.0005089585841816596,-0.0035849868572775494,0.0005595573753845386,-0.0014350754430922394,0.0021557903686959382,-0.002520999004321225,0.000531205348922168,-0.002291470066637657,0.0022403435330854786,-0.008434169854813217,0.00034218356988489164,-0.0008042045389859718,0.00021699624736954375,-0.00279065023856491,-0.0045793744473552386,-0.0015814746419016215,-0.002413219596488682,-0.005190181925568587,0.0010668432432858518,-0.002476423424327963,-0.0020279672982792475,-0.0027515801396082716,0.008314081381305257
cg0014,0.004755586542047008,0.003091073310794579,-0.0004274656382949215,-0.010633628272562541,0.0012237723441738558,-0.002819926474673406,-0.006126466686472229,0.00027969111177552123,0.0029274398209051,0.0016585437796837463,-0.0019741254685092134,-0.003183897141983826,-0.0020263834890168757,-0.009804009145181189,-0.0030349099399849446,-0.0034204219639729972,0.0034207754002858557,-0.003574536476620578,-0.0006780832800822431,-0.001716926009690805,0.0004518940124312606,-0.008197847749074843,-0.011802738051971158,0.001353868082399151,-0.003994976799986913,0.0015846341360291752,-0.0020199433658990083,0.0005102543884285736,-0.008454082897616122,0.0002516361319540523,-0.0026706209406393137,0.0016541251391055797,-0.006919367062666914,0.004287010100829173,0.001151312752184684,0.0026637820708133716,-0.0044041449417813695,-0.0016938458679091953,-0.0002988230208869192,-0.002793927938435111,-0.0039360635961107095,0.004828134198385887,-0.0036520027758019918,-0.0003417350149484819,-0.002921507054002845,0.017836765556051588
cg0015,-0.0025059741552268615,0.00695274489463781,0.01342127933466321,-0.007267086108801459,-0.0020509621270014284,-0.003373484734278431,-0.006227947596510503,0.004181029719077304,-0.01443058646221182,-0.002787294505907318,0.004972982277122753,0.01536722732382699,0.016907212490661874,-0.03360093029143536,0.0075415329620904,-0.03669032752781129,0.05164307215560141,-0.013546824278748893,-0.01667816561695705,0.005801205501204377,-0.004187732618303258,0.008688196657425025,-0.014743437474906447,0.02274894008065136,-0.024056937987650115,-5.2796454452860245e-05,-0.0013144985822876785,0.0037359729464123237,0.004066011604732339,0.0023538064847623418,-0.01095870014109638,-0.012879156810746799,0.003010003454512783,0.013268159766804477,0.00527348432893071,-0.02166768500075594,0.016714166911298324,-0.01087138730756916,0.0067262664074884395,-0.014796142344406437,-0.020408425784573813,-0.013278336626394884,0.010284350821231001,0.006716518746504773,0.045375945682175026,-0.029802933005550033
cg0016,-0.0029862378414669244,-0.0027078924122994267,-0.0013347468644268163,-0.003209178877594096,0.0017751689859290569,-0.006212335199962893,0.00024260127018831178,-0.002274824758437757,-0.005684392621077625,0.0018939460562265832,-0.0026628345480698592,0.000677394539152832,0.0031612947423757375,-0.0003710554605778938,0.0020752410085795865,0.00011457269024434054,-0.0020692384851180596,-0.002961742647688054,-0.0007643744072033659,-0.0024753851841751106,-0.002337757359240884,-0.0039139082647294925,-0.008787178203629054,-0.0010502049798185613,-0.000628425818115579,-0.001930652019631883,0.000570482819139079,0.0042925530317277074,-0.005769216775782377,-0.0018824089433353928,-0.00267586033327208,-0.002656198720566444,-0.0031744747590871838,-0.00031466755743188686,-0.0015834441609836423,-0.002984989527913027,-0.0006124467371823871,-0.00417115789748462,0.001168615479213453,-0.000884442655245152,0.0014385309039146893,-0.0011244340537379157,-0.0010776382221556909,0.0008356298809320997,-0.0035020671385484615,-0.0036956204528084415
