,gene_id,database,kegg_id
4844,cg0704,KEGG_pathway,-
4845,cg0706,KEGG_pathway,-
4846,cg0707,KEGG_pathway,-
4847,cg0709,KEGG_pathway,-
4848,cg0710,KEGG_pathway,-
4849,cg0711,KEGG_pathway,-
4850,cg0712,KEGG_pathway,-
4851,cg0713,KEGG_pathway,-
4852,cg0714,KEGG_pathway,-
4853,cg0715,KEGG_pathway,-
4854,cg0716,KEGG_pathway,-
4855,cg0717,KEGG_pathway,-
4856,cg0718,KEGG_pathway,-
4857,cg0719,KEGG_pathway,-
4861,cg0720,KEGG_pathway,map00906
4862,cg0720,KEGG_pathway,map01100
4863,cg0720,KEGG_pathway,map01110
4868,cg0721,KEGG_pathway,map00906
4869,cg0721,KEGG_pathway,map01062
4870,cg0721,KEGG_pathway,map01100
4871,cg0721,KEGG_pathway,map01110
4872,cg0722,KEGG_pathway,-
4877,cg0723,KEGG_pathway,map00900
4878,cg0723,KEGG_pathway,map01100
4879,cg0723,KEGG_pathway,map01110
4880,cg0723,KEGG_pathway,map01130
4881,cg0725,KEGG_pathway,-
4882,cg0726,KEGG_pathway,-
4883,cg0727,KEGG_pathway,-
4884,cg0728,KEGG_pathway,-
4885,cg0730,KEGG_pathway,-
4886,cg0732,KEGG_pathway,-
4887,cg0733,KEGG_pathway,-
4889,cg0735,KEGG_pathway,map02010
4891,cg0736,KEGG_pathway,map02010
4893,cg0737,KEGG_pathway,map02010
4894,cg0738,KEGG_pathway,-
4895,cg0739,KEGG_pathway,-
4896,cg0740,KEGG_pathway,-
4897,cg0741,KEGG_pathway,-
4898,cg0742,KEGG_pathway,-
4899,cg0745,KEGG_pathway,-
4900,cg0747,KEGG_pathway,-
4902,cg0748,KEGG_pathway,map02010
4903,cg0749,KEGG_pathway,-
4909,cg0750,KEGG_pathway,map00670
4910,cg0750,KEGG_pathway,map00720
4911,cg0750,KEGG_pathway,map01100
4912,cg0750,KEGG_pathway,map01120
4913,cg0750,KEGG_pathway,map01200
4914,cg0751,KEGG_pathway,-
4916,cg0752,KEGG_pathway,map04910
4917,cg0753,KEGG_pathway,-
4921,cg0754,KEGG_pathway,map00270
4922,cg0754,KEGG_pathway,map01100
4923,cg0754,KEGG_pathway,map01130
4926,cg0755,KEGG_pathway,map00270
4927,cg0755,KEGG_pathway,map01100
4928,cg0756,KEGG_pathway,-
4929,cg0757,KEGG_pathway,-
4931,cg0759,KEGG_pathway,map00640
4933,cg0760,KEGG_pathway,map00640
4944,cg0762,KEGG_pathway,map00020
4945,cg0762,KEGG_pathway,map00630
4946,cg0762,KEGG_pathway,map00640
4947,cg0762,KEGG_pathway,map01100
4948,cg0762,KEGG_pathway,map01110
4949,cg0762,KEGG_pathway,map01120
4950,cg0762,KEGG_pathway,map01130
4951,cg0762,KEGG_pathway,map01200
4952,cg0762,KEGG_pathway,map01210
4953,cg0762,KEGG_pathway,map01230
4954,cg0763,KEGG_pathway,-
4955,cg0764,KEGG_pathway,-
4956,cg0765,KEGG_pathway,-
4968,cg0766,KEGG_pathway,map00020
4969,cg0766,KEGG_pathway,map00480
4970,cg0766,KEGG_pathway,map00720
4971,cg0766,KEGG_pathway,map01100
4972,cg0766,KEGG_pathway,map01110
4973,cg0766,KEGG_pathway,map01120
4974,cg0766,KEGG_pathway,map01130
4975,cg0766,KEGG_pathway,map01200
4976,cg0766,KEGG_pathway,map01210
4977,cg0766,KEGG_pathway,map01230
4978,cg0766,KEGG_pathway,map04146
4979,cg0767,KEGG_pathway,-
4981,cg0768,KEGG_pathway,map02010
4983,cg0769,KEGG_pathway,map02010
4985,cg0770,KEGG_pathway,map02010
4987,cg0771,KEGG_pathway,map02010
4988,cg0772,KEGG_pathway,-
4990,cg0773,KEGG_pathway,map03410
4991,cg0774,KEGG_pathway,-
4992,cg0775,KEGG_pathway,-
4994,cg0776,KEGG_pathway,map02010
4996,cg0777,KEGG_pathway,map02010
4998,cg0778,KEGG_pathway,map02010
5000,cg0779,KEGG_pathway,map00970
5001,cg0780,KEGG_pathway,-
5002,cg0781,KEGG_pathway,-
5005,cg0782,KEGG_pathway,map00550
5006,cg0782,KEGG_pathway,map01100
5007,cg0783,KEGG_pathway,-
5008,cg0784,KEGG_pathway,-
5009,cg0785,KEGG_pathway,-
5012,cg0786,KEGG_pathway,map00240
5013,cg0786,KEGG_pathway,map01100
5014,cg0787,KEGG_pathway,-
5020,cg0788,KEGG_pathway,map00051
5021,cg0788,KEGG_pathway,map00520
5022,cg0788,KEGG_pathway,map01100
5023,cg0788,KEGG_pathway,map01110
5024,cg0788,KEGG_pathway,map01130
5025,cg0789,KEGG_pathway,-
5038,cg0790,KEGG_pathway,map00010
5039,cg0790,KEGG_pathway,map00020
5040,cg0790,KEGG_pathway,map00260
5041,cg0790,KEGG_pathway,map00280
5042,cg0790,KEGG_pathway,map00620
5043,cg0790,KEGG_pathway,map00630
5044,cg0790,KEGG_pathway,map00640
5045,cg0790,KEGG_pathway,map01100
5046,cg0790,KEGG_pathway,map01110
5047,cg0790,KEGG_pathway,map01120
5048,cg0790,KEGG_pathway,map01130
5049,cg0790,KEGG_pathway,map01200
5057,cg0791,KEGG_pathway,map00020
5058,cg0791,KEGG_pathway,map00620
5059,cg0791,KEGG_pathway,map00720
5060,cg0791,KEGG_pathway,map01100
5061,cg0791,KEGG_pathway,map01120
5062,cg0791,KEGG_pathway,map01200
5063,cg0791,KEGG_pathway,map01230
5064,cg0792,KEGG_pathway,-
5065,cg0793,KEGG_pathway,-
5066,cg0794,KEGG_pathway,-
5068,cg0795,KEGG_pathway,map00450
5070,cg0796,KEGG_pathway,map00640
5072,cg0797,KEGG_pathway,map00640
5083,cg0798,KEGG_pathway,map00020
5084,cg0798,KEGG_pathway,map00630
5085,cg0798,KEGG_pathway,map00640
5086,cg0798,KEGG_pathway,map01100
5087,cg0798,KEGG_pathway,map01110
5088,cg0798,KEGG_pathway,map01120
5089,cg0798,KEGG_pathway,map01130
5090,cg0798,KEGG_pathway,map01200
5091,cg0798,KEGG_pathway,map01210
5092,cg0798,KEGG_pathway,map01230
5093,cg0799,KEGG_pathway,-
5094,cg0800,KEGG_pathway,-
5106,cg0802,KEGG_pathway,map00061
5107,cg0802,KEGG_pathway,map00280
5108,cg0802,KEGG_pathway,map00620
5109,cg0802,KEGG_pathway,map00630
5110,cg0802,KEGG_pathway,map00640
5111,cg0802,KEGG_pathway,map01100
5112,cg0802,KEGG_pathway,map01110
5113,cg0802,KEGG_pathway,map01120
5114,cg0802,KEGG_pathway,map01130
5115,cg0802,KEGG_pathway,map01200
5116,cg0802,KEGG_pathway,map01212
5122,cg0803,KEGG_pathway,map00270
5123,cg0803,KEGG_pathway,map00920
5124,cg0803,KEGG_pathway,map01100
5125,cg0803,KEGG_pathway,map01120
5126,cg0803,KEGG_pathway,map04122
5127,cg0806,KEGG_pathway,-
5128,cg0807,KEGG_pathway,-
5129,cg0808,KEGG_pathway,-
5130,cg0809,KEGG_pathway,-
5131,cg0810,KEGG_pathway,-
5139,cg0811,KEGG_pathway,map00280
5140,cg0811,KEGG_pathway,map00630
5141,cg0811,KEGG_pathway,map00640
5142,cg0811,KEGG_pathway,map01100
5143,cg0811,KEGG_pathway,map01120
5144,cg0811,KEGG_pathway,map01130
5145,cg0811,KEGG_pathway,map01200
5153,cg0812,KEGG_pathway,map00280
5154,cg0812,KEGG_pathway,map00630
5155,cg0812,KEGG_pathway,map00640
5156,cg0812,KEGG_pathway,map01100
5157,cg0812,KEGG_pathway,map01120
5158,cg0812,KEGG_pathway,map01130
5159,cg0812,KEGG_pathway,map01200
5162,cg0814,KEGG_pathway,map00780
5163,cg0814,KEGG_pathway,map01100
5164,cg0815,KEGG_pathway,-
5169,cg0816,KEGG_pathway,map00230
5170,cg0816,KEGG_pathway,map01100
5171,cg0816,KEGG_pathway,map01110
5172,cg0816,KEGG_pathway,map01130
5173,cg0817,KEGG_pathway,-
5174,cg0819,KEGG_pathway,-
5179,cg0820,KEGG_pathway,map00230
5180,cg0820,KEGG_pathway,map01100
5181,cg0820,KEGG_pathway,map01110
5182,cg0820,KEGG_pathway,map01130
5183,cg0821,KEGG_pathway,-
5184,cg0822,KEGG_pathway,-
5185,cg0823,KEGG_pathway,-
5186,cg0824,KEGG_pathway,-
5194,cg0825,KEGG_pathway,map00061
5195,cg0825,KEGG_pathway,map00333
5196,cg0825,KEGG_pathway,map00780
5197,cg0825,KEGG_pathway,map01040
5198,cg0825,KEGG_pathway,map01100
5199,cg0825,KEGG_pathway,map01130
5200,cg0825,KEGG_pathway,map01212
5201,cg0828,KEGG_pathway,-
5202,cg0829,KEGG_pathway,-
5203,cg0830,KEGG_pathway,-
5204,cg0831,KEGG_pathway,-
5205,cg0832,KEGG_pathway,-
5206,cg0833,KEGG_pathway,-
5207,cg0834,KEGG_pathway,-
5209,cg0835,KEGG_pathway,map02010
5210,cg0836,KEGG_pathway,-
5211,cg0838,KEGG_pathway,-
5212,cg0839,KEGG_pathway,-
5213,cg0840,KEGG_pathway,-
5214,cg0841,KEGG_pathway,-
5215,cg0842,KEGG_pathway,-
5216,cg0843,KEGG_pathway,-
5217,cg0844,KEGG_pathway,-
5218,cg0845,KEGG_pathway,-
5219,cg0847,KEGG_pathway,-
5220,cg0848,KEGG_pathway,-
5225,cg0849,KEGG_pathway,map00051
5226,cg0849,KEGG_pathway,map00520
5227,cg0849,KEGG_pathway,map01100
5228,cg0849,KEGG_pathway,map01110
5229,cg0850,KEGG_pathway,-
5230,cg0852,KEGG_pathway,-
5231,cg0853,KEGG_pathway,-
5237,cg0854,KEGG_pathway,map00051
5238,cg0854,KEGG_pathway,map00520
5239,cg0854,KEGG_pathway,map01100
5240,cg0854,KEGG_pathway,map01110
5241,cg0854,KEGG_pathway,map01130
5242,cg0855,KEGG_pathway,-
5248,cg0856,KEGG_pathway,map00051
5249,cg0856,KEGG_pathway,map00520
5250,cg0856,KEGG_pathway,map01100
5251,cg0856,KEGG_pathway,map01110
5252,cg0856,KEGG_pathway,map01130
5253,cg0858,KEGG_pathway,-
5254,cg0859,KEGG_pathway,-
5257,cg0860,KEGG_pathway,map00270
5258,cg0860,KEGG_pathway,map01100
5261,cg0861,KEGG_pathway,map00240
5262,cg0861,KEGG_pathway,map01100
5264,cg0862,KEGG_pathway,map02020
5266,cg0864,KEGG_pathway,map02020
5267,cg0865,KEGG_pathway,-
5268,cg0866,KEGG_pathway,-
5269,cg0867,KEGG_pathway,-
5273,cg0868,KEGG_pathway,map02024
5274,cg0868,KEGG_pathway,map03060
5275,cg0868,KEGG_pathway,map03070
5276,cg0869,KEGG_pathway,-
5277,cg0870,KEGG_pathway,-
5278,cg0871,KEGG_pathway,-
5281,cg0872,KEGG_pathway,map00730
5282,cg0872,KEGG_pathway,map01100
5288,cg0873,KEGG_pathway,map00400
5289,cg0873,KEGG_pathway,map01100
5290,cg0873,KEGG_pathway,map01110
5291,cg0873,KEGG_pathway,map01130
5292,cg0873,KEGG_pathway,map01230
5293,cg0874,KEGG_pathway,-
5294,cg0875,KEGG_pathway,-
5295,cg0876,KEGG_pathway,-
5296,cg0877,KEGG_pathway,-
5297,cg0878,KEGG_pathway,-
5298,cg0879,KEGG_pathway,-
5299,cg0880,KEGG_pathway,-
5301,cg0881,KEGG_pathway,map03018
5302,cg0882,KEGG_pathway,-
5303,cg0883,KEGG_pathway,-
5304,cg0884,KEGG_pathway,-
5305,cg0885,KEGG_pathway,-
5308,cg0886,KEGG_pathway,map03420
5309,cg0886,KEGG_pathway,map03430
5310,cg0887,KEGG_pathway,-
5314,cg0888,KEGG_pathway,map00760
5315,cg0888,KEGG_pathway,map01100
5316,cg0888,KEGG_pathway,map04146
5319,cg0889,KEGG_pathway,map03420
5320,cg0889,KEGG_pathway,map03430
5321,cg0890,KEGG_pathway,-
5322,cg0891,KEGG_pathway,-
5323,cg0892,KEGG_pathway,-
5325,cg0893,KEGG_pathway,map02024
5326,cg0894,KEGG_pathway,-
5327,cg0895,KEGG_pathway,-
5328,cg0896,KEGG_pathway,-
5329,cg0897,KEGG_pathway,-
5331,cg0898,KEGG_pathway,map00750
5333,cg0899,KEGG_pathway,map00750
5334,cg0900,KEGG_pathway,-
5335,cg0901,KEGG_pathway,-
5336,cg0902,KEGG_pathway,-
5337,cg0903,KEGG_pathway,-
5338,cg0905,KEGG_pathway,-
5346,cg0910,KEGG_pathway,map00340
5347,cg0910,KEGG_pathway,map00521
5348,cg0910,KEGG_pathway,map00562
5349,cg0910,KEGG_pathway,map01100
5350,cg0910,KEGG_pathway,map01110
5351,cg0910,KEGG_pathway,map01230
5352,cg0910,KEGG_pathway,map04070
5353,cg0911,KEGG_pathway,-
5354,cg0913,KEGG_pathway,-
5356,cg0914,KEGG_pathway,map02010
5358,cg0915,KEGG_pathway,map02010
5359,cg0916,KEGG_pathway,-
5360,cg0918,KEGG_pathway,-
5361,cg0919,KEGG_pathway,-
5362,cg0921,KEGG_pathway,-
5364,cg0922,KEGG_pathway,map02010
5365,cg0923,KEGG_pathway,-
5367,cg0924,KEGG_pathway,map02010
5369,cg0926,KEGG_pathway,map02010
5371,cg0927,KEGG_pathway,map02010
5373,cg0928,KEGG_pathway,map02010
5392,cg0931,KEGG_pathway,map00220
5393,cg0931,KEGG_pathway,map00250
5394,cg0931,KEGG_pathway,map00270
5395,cg0931,KEGG_pathway,map00290
5396,cg0931,KEGG_pathway,map00300
5397,cg0931,KEGG_pathway,map00330
5398,cg0931,KEGG_pathway,map00350
5399,cg0931,KEGG_pathway,map00360
5400,cg0931,KEGG_pathway,map00400
5401,cg0931,KEGG_pathway,map00401
5402,cg0931,KEGG_pathway,map00950
5403,cg0931,KEGG_pathway,map00960
5404,cg0931,KEGG_pathway,map01100
5405,cg0931,KEGG_pathway,map01110
5406,cg0931,KEGG_pathway,map01120
5407,cg0931,KEGG_pathway,map01130
5408,cg0931,KEGG_pathway,map01210
5409,cg0931,KEGG_pathway,map01230
5410,cg0932,KEGG_pathway,-
5413,cg0933,KEGG_pathway,map03022
5414,cg0933,KEGG_pathway,map03420
5415,cg0934,KEGG_pathway,-
5416,cg0935,KEGG_pathway,-
5417,cg0936,KEGG_pathway,-
5418,cg0938,KEGG_pathway,-
5419,cg0939,KEGG_pathway,-
5420,cg0940,KEGG_pathway,-
5421,cg0941,KEGG_pathway,-
5422,cg0944,KEGG_pathway,-
5423,cg0945,KEGG_pathway,-
5424,cg0946,KEGG_pathway,-
5425,cg0947,KEGG_pathway,-
5434,cg0948,KEGG_pathway,map00260
5435,cg0948,KEGG_pathway,map00680
5436,cg0948,KEGG_pathway,map00750
5437,cg0948,KEGG_pathway,map01100
5438,cg0948,KEGG_pathway,map01120
5439,cg0948,KEGG_pathway,map01130
5440,cg0948,KEGG_pathway,map01200
5441,cg0948,KEGG_pathway,map01230
5451,cg0949,KEGG_pathway,map00020
5452,cg0949,KEGG_pathway,map00630
5453,cg0949,KEGG_pathway,map01100
5454,cg0949,KEGG_pathway,map01110
5455,cg0949,KEGG_pathway,map01120
5456,cg0949,KEGG_pathway,map01130
5457,cg0949,KEGG_pathway,map01200
5458,cg0949,KEGG_pathway,map01210
5459,cg0949,KEGG_pathway,map01230
5460,cg0950,KEGG_pathway,-
5471,cg0951,KEGG_pathway,map00061
5472,cg0951,KEGG_pathway,map00620
5473,cg0951,KEGG_pathway,map00640
5474,cg0951,KEGG_pathway,map00720
5475,cg0951,KEGG_pathway,map01100
5476,cg0951,KEGG_pathway,map01110
5477,cg0951,KEGG_pathway,map01120
5478,cg0951,KEGG_pathway,map01130
5479,cg0951,KEGG_pathway,map01200
5480,cg0951,KEGG_pathway,map01212
5481,cg0952,KEGG_pathway,-
5482,cg0953,KEGG_pathway,-
5483,cg0954,KEGG_pathway,-
5484,cg0955,KEGG_pathway,-
5489,cg0957,KEGG_pathway,map00061
5490,cg0957,KEGG_pathway,map01100
5491,cg0957,KEGG_pathway,map01212
5492,cg0957,KEGG_pathway,map04931
5493,cg0958,KEGG_pathway,-
5497,cg0961,KEGG_pathway,map00270
5498,cg0961,KEGG_pathway,map01100
5499,cg0961,KEGG_pathway,map01130
5500,cg0962,KEGG_pathway,-
5501,cg0963,KEGG_pathway,-
5502,cg0964,KEGG_pathway,-
5507,cg0965,KEGG_pathway,map00670
5508,cg0965,KEGG_pathway,map00790
5509,cg0965,KEGG_pathway,map01100
5510,cg0965,KEGG_pathway,map01523
5515,cg0966,KEGG_pathway,map00240
5516,cg0966,KEGG_pathway,map00670
5517,cg0966,KEGG_pathway,map01100
5518,cg0966,KEGG_pathway,map01523
5523,cg0967,KEGG_pathway,map00920
5524,cg0967,KEGG_pathway,map01100
5525,cg0967,KEGG_pathway,map01120
5526,cg0967,KEGG_pathway,map01130
5527,cg0968,KEGG_pathway,-
5529,cg0969,KEGG_pathway,map03410
5530,cg0970,KEGG_pathway,-
5531,cg0971,KEGG_pathway,-
5532,cg0972,KEGG_pathway,-
5542,cg0973,KEGG_pathway,map00010
5543,cg0973,KEGG_pathway,map00030
5544,cg0973,KEGG_pathway,map00500
5545,cg0973,KEGG_pathway,map00520
5546,cg0973,KEGG_pathway,map01100
5547,cg0973,KEGG_pathway,map01110
5548,cg0973,KEGG_pathway,map01120
5549,cg0973,KEGG_pathway,map01130
5550,cg0973,KEGG_pathway,map01200
5551,cg0974,KEGG_pathway,-
5557,cg0975,KEGG_pathway,map00400
5558,cg0975,KEGG_pathway,map01100
5559,cg0975,KEGG_pathway,map01110
5560,cg0975,KEGG_pathway,map01130
5561,cg0975,KEGG_pathway,map01230
5564,cg0976,KEGG_pathway,map03420
5565,cg0976,KEGG_pathway,map03430
5566,cg0977,KEGG_pathway,-
5567,cg0978,KEGG_pathway,-
5568,cg0979,KEGG_pathway,-
5569,cg0980,KEGG_pathway,-
5570,cg0982,KEGG_pathway,-
5576,cg0983,KEGG_pathway,map00230
5577,cg0983,KEGG_pathway,map00670
5578,cg0983,KEGG_pathway,map01100
5579,cg0983,KEGG_pathway,map01110
5580,cg0983,KEGG_pathway,map01130
5587,cg0984,KEGG_pathway,map00230
5588,cg0984,KEGG_pathway,map00670
5589,cg0984,KEGG_pathway,map01100
5590,cg0984,KEGG_pathway,map01110
5591,cg0984,KEGG_pathway,map01130
5592,cg0984,KEGG_pathway,map01523
5594,cg0985,KEGG_pathway,map02020
5595,cg0986,KEGG_pathway,-
5596,cg0987,KEGG_pathway,-
5598,cg0988,KEGG_pathway,map03010
5600,cg0989,KEGG_pathway,map03010
5602,cg0990,KEGG_pathway,map03010
5604,cg0991,KEGG_pathway,map03010
5605,cg0992,KEGG_pathway,-
5606,cg0993,KEGG_pathway,-
5608,cg0994,KEGG_pathway,map03010
5610,cg0995,KEGG_pathway,map03010
5612,cg0996,KEGG_pathway,map02020
5614,cg0997,KEGG_pathway,map02020
5616,cg0998,KEGG_pathway,map02020
5618,cg0999,KEGG_pathway,map00790
5619,cg1000,KEGG_pathway,-
5620,cg1001,KEGG_pathway,-
5621,cg1002,KEGG_pathway,-
5624,cg1003,KEGG_pathway,map00670
5625,cg1003,KEGG_pathway,map01100
5632,cg1004,KEGG_pathway,map00040
5633,cg1004,KEGG_pathway,map00052
5634,cg1004,KEGG_pathway,map00500
5635,cg1004,KEGG_pathway,map00520
5636,cg1004,KEGG_pathway,map01100
5637,cg1004,KEGG_pathway,map01130
5645,cg1005,KEGG_pathway,map00040
5646,cg1005,KEGG_pathway,map00052
5647,cg1005,KEGG_pathway,map00500
5648,cg1005,KEGG_pathway,map00520
5649,cg1005,KEGG_pathway,map00790
5650,cg1005,KEGG_pathway,map01100
5651,cg1005,KEGG_pathway,map01130
5652,cg1006,KEGG_pathway,-
5653,cg1007,KEGG_pathway,-
5654,cg1009,KEGG_pathway,-
5655,cg1010,KEGG_pathway,-
5656,cg1011,KEGG_pathway,-
5660,cg1012,KEGG_pathway,map00500
5661,cg1012,KEGG_pathway,map01100
5662,cg1012,KEGG_pathway,map04973
5666,cg1014,KEGG_pathway,map00514
5667,cg1014,KEGG_pathway,map00515
5668,cg1014,KEGG_pathway,map01100
5669,cg1015,KEGG_pathway,-
5670,cg1016,KEGG_pathway,-
5673,cg1017,KEGG_pathway,map00450
5674,cg1017,KEGG_pathway,map00970
5676,cg1018,KEGG_pathway,map03018
5677,cg1019,KEGG_pathway,-
5678,cg1020,KEGG_pathway,-
5679,cg1021,KEGG_pathway,-
5680,cg1022,KEGG_pathway,-
5681,cg1023,KEGG_pathway,-
5682,cg1024,KEGG_pathway,-
5683,cg1025,KEGG_pathway,-
5686,cg1027,KEGG_pathway,map00620
5687,cg1027,KEGG_pathway,map01120
5688,cg1028,KEGG_pathway,-
5689,cg1032,KEGG_pathway,-
5690,cg1033,KEGG_pathway,-
5691,cg1035,KEGG_pathway,-
5692,cg1037,KEGG_pathway,-
5693,cg1038,KEGG_pathway,-
5698,cg1039,KEGG_pathway,map00900
5699,cg1039,KEGG_pathway,map01100
5700,cg1039,KEGG_pathway,map01110
5701,cg1039,KEGG_pathway,map01130
5702,cg1040,KEGG_pathway,-
5705,cg1041,KEGG_pathway,map00750
5706,cg1041,KEGG_pathway,map01100
5707,cg1043,KEGG_pathway,-
5708,cg1044,KEGG_pathway,-
5709,cg1045,KEGG_pathway,-
5712,cg1046,KEGG_pathway,map00190
5713,cg1046,KEGG_pathway,map03018
5714,cg1048,KEGG_pathway,-
5733,cg1049,KEGG_pathway,map00071
5734,cg1049,KEGG_pathway,map00280
5735,cg1049,KEGG_pathway,map00281
5736,cg1049,KEGG_pathway,map00310
5737,cg1049,KEGG_pathway,map00360
5738,cg1049,KEGG_pathway,map00362
5739,cg1049,KEGG_pathway,map00380
5740,cg1049,KEGG_pathway,map00410
5741,cg1049,KEGG_pathway,map00627
5742,cg1049,KEGG_pathway,map00640
5743,cg1049,KEGG_pathway,map00650
5744,cg1049,KEGG_pathway,map00903
5745,cg1049,KEGG_pathway,map00930
5746,cg1049,KEGG_pathway,map01100
5747,cg1049,KEGG_pathway,map01110
5748,cg1049,KEGG_pathway,map01120
5749,cg1049,KEGG_pathway,map01130
5750,cg1049,KEGG_pathway,map01212
5751,cg1050,KEGG_pathway,-
5752,cg1051,KEGG_pathway,-
5753,cg1052,KEGG_pathway,-
5754,cg1053,KEGG_pathway,-
5755,cg1054,KEGG_pathway,-
5756,cg1055,KEGG_pathway,-
5757,cg1056,KEGG_pathway,-
5758,cg1057,KEGG_pathway,-
5759,cg1059,KEGG_pathway,-
5760,cg1060,KEGG_pathway,-
5762,cg1061,KEGG_pathway,map02010
5764,cg1062,KEGG_pathway,map02010
5767,cg1064,KEGG_pathway,map02010
5768,cg1064,KEGG_pathway,map02024
5770,cg1065,KEGG_pathway,map02010
5772,cg1066,KEGG_pathway,map02010
5773,cg1067,KEGG_pathway,-
5775,cg1068,KEGG_pathway,map00910
5786,cg1069,KEGG_pathway,map00010
5787,cg1069,KEGG_pathway,map00710
5788,cg1069,KEGG_pathway,map01100
5789,cg1069,KEGG_pathway,map01110
5790,cg1069,KEGG_pathway,map01120
5791,cg1069,KEGG_pathway,map01130
5792,cg1069,KEGG_pathway,map01200
5793,cg1069,KEGG_pathway,map01230
5794,cg1069,KEGG_pathway,map04066
5795,cg1069,KEGG_pathway,map05010
5796,cg1070,KEGG_pathway,-
5797,cg1071,KEGG_pathway,-
5799,cg1072,KEGG_pathway,map03010
5800,cg1073,KEGG_pathway,-
5801,cg1074,KEGG_pathway,-
5810,cg1075,KEGG_pathway,map00030
5811,cg1075,KEGG_pathway,map00230
5812,cg1075,KEGG_pathway,map01100
5813,cg1075,KEGG_pathway,map01110
5814,cg1075,KEGG_pathway,map01120
5815,cg1075,KEGG_pathway,map01130
5816,cg1075,KEGG_pathway,map01200
5817,cg1075,KEGG_pathway,map01230
5821,cg1076,KEGG_pathway,map00520
5822,cg1076,KEGG_pathway,map01100
5823,cg1076,KEGG_pathway,map01130
5824,cg1077,KEGG_pathway,-
5825,cg1080,KEGG_pathway,-
5826,cg1081,KEGG_pathway,-
5827,cg1082,KEGG_pathway,-
5829,cg1083,KEGG_pathway,map02020
5831,cg1084,KEGG_pathway,map02020
5832,cg1086,KEGG_pathway,-
5833,cg1088,KEGG_pathway,-
5834,cg1089,KEGG_pathway,-
5839,cg1090,KEGG_pathway,map00430
5840,cg1090,KEGG_pathway,map00460
5841,cg1090,KEGG_pathway,map00480
5842,cg1090,KEGG_pathway,map01100
5843,cg1091,KEGG_pathway,-
5844,cg1092,KEGG_pathway,-
5845,cg1094,KEGG_pathway,-
5846,cg1095,KEGG_pathway,-
5847,cg1096,KEGG_pathway,-
5848,cg1098,KEGG_pathway,-
5850,cg1099,KEGG_pathway,map03420
5851,cg1100,KEGG_pathway,-
5852,cg1101,KEGG_pathway,-
5856,cg1103,KEGG_pathway,map01503
5857,cg1103,KEGG_pathway,map02020
5858,cg1103,KEGG_pathway,map05150
5859,cg1104,KEGG_pathway,-
5860,cg1105,KEGG_pathway,-
5861,cg1106,KEGG_pathway,-
5863,cg1107,KEGG_pathway,map00230
5864,cg1108,KEGG_pathway,-
5865,cg1109,KEGG_pathway,-
5866,cg1110,KEGG_pathway,-
5877,cg1111,KEGG_pathway,map00010
5878,cg1111,KEGG_pathway,map00680
5879,cg1111,KEGG_pathway,map01100
5880,cg1111,KEGG_pathway,map01110
5881,cg1111,KEGG_pathway,map01120
5882,cg1111,KEGG_pathway,map01130
5883,cg1111,KEGG_pathway,map01200
5884,cg1111,KEGG_pathway,map01230
5885,cg1111,KEGG_pathway,map03018
5886,cg1111,KEGG_pathway,map04066
5887,cg1112,KEGG_pathway,-
5888,cg1113,KEGG_pathway,-
5890,cg1115,KEGG_pathway,map00230
5898,cg1116,KEGG_pathway,map00260
5899,cg1116,KEGG_pathway,map00290
5900,cg1116,KEGG_pathway,map01100
5901,cg1116,KEGG_pathway,map01110
5902,cg1116,KEGG_pathway,map01130
5903,cg1116,KEGG_pathway,map01200
5904,cg1116,KEGG_pathway,map01230
5909,cg1117,KEGG_pathway,map00740
5910,cg1117,KEGG_pathway,map01100
5911,cg1117,KEGG_pathway,map01110
5912,cg1117,KEGG_pathway,map02024
5913,cg1118,KEGG_pathway,-
5914,cg1119,KEGG_pathway,-
5915,cg1120,KEGG_pathway,-
5916,cg1121,KEGG_pathway,-
5917,cg1122,KEGG_pathway,-
5918,cg1123,KEGG_pathway,-
5919,cg1125,KEGG_pathway,-
5920,cg1127,KEGG_pathway,-
5921,cg1128,KEGG_pathway,-
5928,cg1129,KEGG_pathway,map00400
5929,cg1129,KEGG_pathway,map01100
5930,cg1129,KEGG_pathway,map01110
5931,cg1129,KEGG_pathway,map01130
5932,cg1129,KEGG_pathway,map01230
5933,cg1129,KEGG_pathway,map02024
5936,cg1130,KEGG_pathway,map00900
5937,cg1130,KEGG_pathway,map01110
5938,cg1131,KEGG_pathway,-
5941,cg1132,KEGG_pathway,map00770
5942,cg1132,KEGG_pathway,map01100
5955,cg1133,KEGG_pathway,map00260
5956,cg1133,KEGG_pathway,map00460
5957,cg1133,KEGG_pathway,map00630
5958,cg1133,KEGG_pathway,map00670
5959,cg1133,KEGG_pathway,map00680
5960,cg1133,KEGG_pathway,map01100
5961,cg1133,KEGG_pathway,map01110
5962,cg1133,KEGG_pathway,map01120
5963,cg1133,KEGG_pathway,map01130
5964,cg1133,KEGG_pathway,map01200
5965,cg1133,KEGG_pathway,map01230
5966,cg1133,KEGG_pathway,map01523
5976,cg1134,KEGG_pathway,map00400
5977,cg1134,KEGG_pathway,map00405
5978,cg1134,KEGG_pathway,map00790
5979,cg1134,KEGG_pathway,map01100
5980,cg1134,KEGG_pathway,map01110
5981,cg1134,KEGG_pathway,map01130
5982,cg1134,KEGG_pathway,map01230
5983,cg1134,KEGG_pathway,map02024
