,gene_id,database,kegg_id
3,cg0006,KEGG_orth,-
5,cg0008,KEGG_orth,-
7,cg0010,KEGG_orth,-
8,cg0012,KEGG_orth,-
9,cg0013,KEGG_orth,-
10,cg0014,KEGG_orth,-
12,cg0016,KEGG_orth,-
13,cg0018,KEGG_orth,-
14,cg0019,KEGG_orth,-
15,cg0025,KEGG_orth,-
16,cg0026,KEGG_orth,-
17,cg0027,KEGG_orth,-
18,cg0029,KEGG_orth,-
22,cg0037,KEGG_orth,-
23,cg0038,KEGG_orth,-
25,cg0040,KEGG_orth,-
33,cg0047,KEGG_orth,-
37,cg0051,KEGG_orth,-
40,cg0054,KEGG_orth,-
41,cg0055,KEGG_orth,-
49,cg0063,KEGG_orth,-
50,cg0064,KEGG_orth,-
51,cg0065,KEGG_orth,-
52,cg0066,KEGG_orth,-
58,cg0073,KEGG_orth,-
59,cg0074,KEGG_orth,-
60,cg0075,KEGG_orth,-
61,cg0076,KEGG_orth,-
62,cg0077,KEGG_orth,-
63,cg0078,KEGG_orth,-
64,cg0079,KEGG_orth,-
66,cg0081,KEGG_orth,-
73,cg0091,KEGG_orth,-
74,cg0092,KEGG_orth,-
76,cg0096,KEGG_orth,-
77,cg0097,KEGG_orth,-
81,cg0107,KEGG_orth,-
82,cg0108,KEGG_orth,-
85,cg0111,KEGG_orth,-
86,cg0112,KEGG_orth,-
97,cg0120,KEGG_orth,-
98,cg0121,KEGG_orth,-
99,cg0122,KEGG_orth,-
104,cg0128,KEGG_orth,-
106,cg0131,KEGG_orth,-
108,cg0134,KEGG_orth,-
110,cg0136,KEGG_orth,-
111,cg0139,KEGG_orth,-
112,cg0141,KEGG_orth,-
115,cg0144,KEGG_orth,-
116,cg0146,KEGG_orth,-
120,cg0150,KEGG_orth,-
122,cg0152,KEGG_orth,-
126,cg0156,KEGG_orth,-
127,cg0158,KEGG_orth,-
128,cg0159,KEGG_orth,-
129,cg0160,KEGG_orth,-
130,cg0161,KEGG_orth,-
131,cg0162,KEGG_orth,-
132,cg0163,KEGG_orth,-
133,cg0165,KEGG_orth,-
134,cg0166,KEGG_orth,-
138,cg0170,KEGG_orth,-
139,cg0171,KEGG_orth,-
141,cg0173,KEGG_orth,-
143,cg0175,KEGG_orth,-
146,cg0177,KEGG_orth,-
151,cg0183,KEGG_orth,-
154,cg0186,KEGG_orth,-
155,cg0187,KEGG_orth,-
156,cg0188,KEGG_orth,-
157,cg0191,KEGG_orth,-
158,cg0192,KEGG_orth,-
162,cg0194,KEGG_orth,-
163,cg0195,KEGG_orth,-
166,cg0198,KEGG_orth,-
175,cg0207,KEGG_orth,-
176,cg0208,KEGG_orth,-
177,cg0209,KEGG_orth,-
178,cg0210,KEGG_orth,-
179,cg0211,KEGG_orth,-
180,cg0212,KEGG_orth,-
182,cg0216,KEGG_orth,-
183,cg0217,KEGG_orth,-
184,cg0218,KEGG_orth,-
185,cg0219,KEGG_orth,-
186,cg0220,KEGG_orth,-
188,cg0223,KEGG_orth,-
189,cg0226,KEGG_orth,-
190,cg0228,KEGG_orth,-
194,cg0233,KEGG_orth,-
199,cg0239,KEGG_orth,-
200,cg0240,KEGG_orth,-
201,cg0241,KEGG_orth,-
202,cg0242,KEGG_orth,-
203,cg0243,KEGG_orth,-
204,cg0244,KEGG_orth,-
205,cg0245,KEGG_orth,-
207,cg0247,KEGG_orth,-
213,cg0252,KEGG_orth,-
216,cg0256,KEGG_orth,-
229,cg0269,KEGG_orth,-
230,cg0270,KEGG_orth,-
231,cg0272,KEGG_orth,-
241,cg0280,KEGG_orth,-
244,cg0282,KEGG_orth,-
245,cg0283,KEGG_orth,-
250,cg0287,KEGG_orth,-
251,cg0288,KEGG_orth,-
253,cg0291,KEGG_orth,-
254,cg0292,KEGG_orth,-
256,cg0294,KEGG_orth,-
257,cg0295,KEGG_orth,-
262,cg0300,KEGG_orth,-
265,cg0304,KEGG_orth,-
268,cg0308,KEGG_orth,-
271,cg0313,KEGG_orth,-
272,cg0314,KEGG_orth,-
273,cg0315,KEGG_orth,-
287,cg0328,KEGG_orth,-
288,cg0330,KEGG_orth,-
289,cg0331,KEGG_orth,-
290,cg0332,KEGG_orth,-
291,cg0333,KEGG_orth,-
294,cg0336,KEGG_orth,-
296,cg0338,KEGG_orth,-
297,cg0339,KEGG_orth,-
300,cg0343,KEGG_orth,-
304,cg0347,KEGG_orth,-
305,cg0349,KEGG_orth,-
307,cg0352,KEGG_orth,-
309,cg0354,KEGG_orth,-
311,cg0356,KEGG_orth,-
312,cg0358,KEGG_orth,-
313,cg0359,KEGG_orth,-
314,cg0360,KEGG_orth,-
315,cg0362,KEGG_orth,-
319,cg0366,KEGG_orth,-
320,cg0368,KEGG_orth,-
321,cg0369,KEGG_orth,-
325,cg0374,KEGG_orth,-
328,cg0378,KEGG_orth,-
329,cg0380,KEGG_orth,-
330,cg0382,KEGG_orth,-
336,cg0389,KEGG_orth,-
337,cg0390,KEGG_orth,-
341,cg0394,KEGG_orth,-
342,cg0395,KEGG_orth,-
352,cg0404,KEGG_orth,-
354,cg0407,KEGG_orth,-
355,cg0408,KEGG_orth,-
358,cg0411,KEGG_orth,-
359,cg0412,KEGG_orth,-
360,cg0413,KEGG_orth,-
361,cg0414,KEGG_orth,-
363,cg0416,KEGG_orth,-
366,cg0419,KEGG_orth,-
367,cg0420,KEGG_orth,-
371,cg0424,KEGG_orth,-
372,cg0426,KEGG_orth,-
373,cg0427,KEGG_orth,-
374,cg0428,KEGG_orth,-
375,cg0431,KEGG_orth,-
376,cg0432,KEGG_orth,-
378,cg0437,KEGG_orth,-
380,cg0439,KEGG_orth,-
389,cg0448,KEGG_orth,-
390,cg0449,KEGG_orth,-
391,cg4001,KEGG_orth,-
392,cg0450,KEGG_orth,-
393,cg0451,KEGG_orth,-
394,cg0452,KEGG_orth,-
395,cg0453,KEGG_orth,-
396,cg0454,KEGG_orth,-
397,cg0455,KEGG_orth,-
398,cg0456,KEGG_orth,-
401,cg0462,KEGG_orth,-
404,cg0465,KEGG_orth,-
405,cg0466,KEGG_orth,-
409,cg0470,KEGG_orth,-
410,cg0471,KEGG_orth,-
411,cg0472,KEGG_orth,-
412,cg0474,KEGG_orth,-
413,cg0475,KEGG_orth,-
415,cg0477,KEGG_orth,-
421,cg0485,KEGG_orth,-
423,cg0487,KEGG_orth,-
425,cg0489,KEGG_orth,-
427,cg0492,KEGG_orth,-
428,cg0495,KEGG_orth,-
429,cg0496,KEGG_orth,-
432,cg0499,KEGG_orth,-
433,cg0500,KEGG_orth,-
434,cg0501,KEGG_orth,-
438,cg0505,KEGG_orth,-
444,cg0511,KEGG_orth,-
446,cg0513,KEGG_orth,-
447,cg0514,KEGG_orth,-
454,cg0519,KEGG_orth,-
455,cg0520,KEGG_orth,-
458,cg0524,KEGG_orth,-
459,cg0525,KEGG_orth,-
460,cg0526,KEGG_orth,-
462,cg0528,KEGG_orth,-
463,cg0530,KEGG_orth,-
465,cg0532,KEGG_orth,-
473,cg0537,KEGG_orth,-
474,cg0538,KEGG_orth,-
475,cg0540,KEGG_orth,-
477,cg0544,KEGG_orth,-
484,cg0553,KEGG_orth,-
498,cg0568,KEGG_orth,-
502,cg0570,KEGG_orth,-
506,cg0575,KEGG_orth,-
509,cg0578,KEGG_orth,-
510,cg0579,KEGG_orth,-
511,cg0580,KEGG_orth,-
516,cg0588,KEGG_orth,-
532,cg0607,KEGG_orth,-
536,cg0611,KEGG_orth,-
537,cg0612,KEGG_orth,-
538,cg0614,KEGG_orth,-
540,cg0617,KEGG_orth,-
541,cg0618,KEGG_orth,-
542,cg0620,KEGG_orth,-
548,cg0624,KEGG_orth,-
549,cg0625,KEGG_orth,-
550,cg0627,KEGG_orth,-
561,cg0638,KEGG_orth,-
564,cg0641,KEGG_orth,-
567,cg0645,KEGG_orth,-
568,cg0646,KEGG_orth,-
572,cg0650,KEGG_orth,-
580,cg0658,KEGG_orth,-
581,cg0659,KEGG_orth,-
582,cg0660,KEGG_orth,-
583,cg0661,KEGG_orth,-
584,cg0662,KEGG_orth,-
586,cg0664,KEGG_orth,-
590,cg0666,KEGG_orth,-
592,cg0669,KEGG_orth,-
593,cg0671,KEGG_orth,-
598,cg0676,KEGG_orth,-
599,cg0678,KEGG_orth,-
600,cg0679,KEGG_orth,-
601,cg0680,KEGG_orth,-
611,cg0689,KEGG_orth,-
614,cg0692,KEGG_orth,-
618,cg0697,KEGG_orth,-
619,cg0698,KEGG_orth,-
623,cg0702,KEGG_orth,-
625,cg0704,KEGG_orth,-
626,cg0706,KEGG_orth,-
627,cg0707,KEGG_orth,-
628,cg0709,KEGG_orth,-
629,cg0710,KEGG_orth,-
630,cg0711,KEGG_orth,-
631,cg0712,KEGG_orth,-
632,cg0713,KEGG_orth,-
634,cg0715,KEGG_orth,-
635,cg0716,KEGG_orth,-
637,cg0718,KEGG_orth,-
638,cg0719,KEGG_orth,-
644,cg0725,KEGG_orth,-
646,cg0727,KEGG_orth,-
648,cg0730,KEGG_orth,-
658,cg0742,KEGG_orth,-
660,cg0747,KEGG_orth,-
664,cg0751,KEGG_orth,-
666,cg0753,KEGG_orth,-
670,cg0757,KEGG_orth,-
675,cg0763,KEGG_orth,-
676,cg0764,KEGG_orth,-
677,cg0765,KEGG_orth,-
679,cg0767,KEGG_orth,-
686,cg0774,KEGG_orth,-
687,cg0775,KEGG_orth,-
693,cg0781,KEGG_orth,-
695,cg0783,KEGG_orth,-
698,cg0785,KEGG_orth,-
700,cg0787,KEGG_orth,-
706,cg0793,KEGG_orth,-
707,cg0794,KEGG_orth,-
713,cg0799,KEGG_orth,-
718,cg0806,KEGG_orth,-
719,cg0807,KEGG_orth,-
720,cg0808,KEGG_orth,-
722,cg0810,KEGG_orth,-
726,cg0815,KEGG_orth,-
729,cg0819,KEGG_orth,-
731,cg0821,KEGG_orth,-
732,cg0822,KEGG_orth,-
733,cg0823,KEGG_orth,-
734,cg0824,KEGG_orth,-
736,cg0828,KEGG_orth,-
738,cg0830,KEGG_orth,-
741,cg0833,KEGG_orth,-
746,cg0836,KEGG_orth,-
747,cg0838,KEGG_orth,-
748,cg0839,KEGG_orth,-
749,cg0840,KEGG_orth,-
750,cg0841,KEGG_orth,-
751,cg0842,KEGG_orth,-
752,cg0843,KEGG_orth,-
753,cg0844,KEGG_orth,-
754,cg0845,KEGG_orth,-
755,cg0847,KEGG_orth,-
759,cg0852,KEGG_orth,-
760,cg0853,KEGG_orth,-
762,cg0855,KEGG_orth,-
764,cg0858,KEGG_orth,-
765,cg0859,KEGG_orth,-
771,cg0865,KEGG_orth,-
772,cg0866,KEGG_orth,-
775,cg0869,KEGG_orth,-
776,cg0870,KEGG_orth,-
777,cg0871,KEGG_orth,-
780,cg0874,KEGG_orth,-
781,cg0875,KEGG_orth,-
783,cg0877,KEGG_orth,-
785,cg0879,KEGG_orth,-
786,cg0880,KEGG_orth,-
789,cg0882,KEGG_orth,-
790,cg0883,KEGG_orth,-
791,cg0884,KEGG_orth,-
792,cg0885,KEGG_orth,-
797,cg0890,KEGG_orth,-
799,cg0892,KEGG_orth,-
801,cg0894,KEGG_orth,-
802,cg0895,KEGG_orth,-
807,cg0900,KEGG_orth,-
808,cg0901,KEGG_orth,-
809,cg0902,KEGG_orth,-
810,cg0903,KEGG_orth,-
811,cg0905,KEGG_orth,-
814,cg0911,KEGG_orth,-
819,cg0918,KEGG_orth,-
820,cg0919,KEGG_orth,-
821,cg0921,KEGG_orth,-
823,cg0923,KEGG_orth,-
831,cg0932,KEGG_orth,-
833,cg0934,KEGG_orth,-
834,cg0935,KEGG_orth,-
837,cg0939,KEGG_orth,-
839,cg0941,KEGG_orth,-
841,cg0945,KEGG_orth,-
842,cg0946,KEGG_orth,-
843,cg0947,KEGG_orth,-
850,cg0952,KEGG_orth,-
852,cg0954,KEGG_orth,-
853,cg0955,KEGG_orth,-
855,cg0958,KEGG_orth,-
857,cg0962,KEGG_orth,-
858,cg0963,KEGG_orth,-
865,cg0970,KEGG_orth,-
866,cg0971,KEGG_orth,-
869,cg0974,KEGG_orth,-
874,cg0979,KEGG_orth,-
876,cg0982,KEGG_orth,-
880,cg0986,KEGG_orth,-
881,cg0987,KEGG_orth,-
887,cg0993,KEGG_orth,-
895,cg1000,KEGG_orth,-
897,cg1002,KEGG_orth,-
903,cg1007,KEGG_orth,-
906,cg1011,KEGG_orth,-
913,cg1019,KEGG_orth,-
915,cg1021,KEGG_orth,-
916,cg1022,KEGG_orth,-
917,cg1023,KEGG_orth,-
918,cg1024,KEGG_orth,-
919,cg1025,KEGG_orth,-
923,cg1033,KEGG_orth,-
930,cg1043,KEGG_orth,-
931,cg1044,KEGG_orth,-
932,cg1045,KEGG_orth,-
934,cg1048,KEGG_orth,-
936,cg1050,KEGG_orth,-
937,cg1051,KEGG_orth,-
938,cg1052,KEGG_orth,-
939,cg1053,KEGG_orth,-
943,cg1056,KEGG_orth,-
944,cg1057,KEGG_orth,-
945,cg1059,KEGG_orth,-
956,cg1070,KEGG_orth,-
960,cg1074,KEGG_orth,-
963,cg1077,KEGG_orth,-
973,cg1091,KEGG_orth,-
974,cg1092,KEGG_orth,-
976,cg1095,KEGG_orth,-
977,cg1096,KEGG_orth,-
978,cg1098,KEGG_orth,-
983,cg1104,KEGG_orth,-
985,cg1106,KEGG_orth,-
987,cg1108,KEGG_orth,-
988,cg1109,KEGG_orth,-
989,cg1110,KEGG_orth,-
991,cg1112,KEGG_orth,-
996,cg1118,KEGG_orth,-
997,cg1119,KEGG_orth,-
998,cg1120,KEGG_orth,-
999,cg1121,KEGG_orth,-
1000,cg1122,KEGG_orth,-
1002,cg1125,KEGG_orth,-
1004,cg1128,KEGG_orth,-
1008,cg1131,KEGG_orth,-
1015,cg1135,KEGG_orth,-
1016,cg1136,KEGG_orth,-
1017,cg1137,KEGG_orth,-
1019,cg1139,KEGG_orth,-
1022,cg1142,KEGG_orth,-
1023,cg1143,KEGG_orth,-
1024,cg1144,KEGG_orth,-
1026,cg1147,KEGG_orth,-
1027,cg1150,KEGG_orth,-
1028,cg1151,KEGG_orth,-
1029,cg1152,KEGG_orth,-
1030,cg1153,KEGG_orth,-
1033,cg1158,KEGG_orth,-
1039,cg1165,KEGG_orth,-
1040,cg1166,KEGG_orth,-
1041,cg1167,KEGG_orth,-
1043,cg1170,KEGG_orth,-
1047,cg1174,KEGG_orth,-
1048,cg1175,KEGG_orth,-
1049,cg1176,KEGG_orth,-
1052,cg1180,KEGG_orth,-
1054,cg1182,KEGG_orth,-
1056,cg1184,KEGG_orth,-
1057,cg1185,KEGG_orth,-
1058,cg1187,KEGG_orth,-
1059,cg1190,KEGG_orth,-
1060,cg1191,KEGG_orth,-
1061,cg1192,KEGG_orth,-
1063,cg1194,KEGG_orth,-
1066,cg1198,KEGG_orth,-
1067,cg1199,KEGG_orth,-
1068,cg1202,KEGG_orth,-
1070,cg1204,KEGG_orth,-
1071,cg1205,KEGG_orth,-
1072,cg1206,KEGG_orth,-
1074,cg1208,KEGG_orth,-
1076,cg1211,KEGG_orth,-
1077,cg1212,KEGG_orth,-
1078,cg1213,KEGG_orth,-
1084,cg1220,KEGG_orth,-
1085,cg1221,KEGG_orth,-
1088,cg1225,KEGG_orth,-
1095,cg1230,KEGG_orth,-
1097,cg1232,KEGG_orth,-
1098,cg1233,KEGG_orth,-
1099,cg1234,KEGG_orth,-
1101,cg1237,KEGG_orth,-
1108,cg1241,KEGG_orth,-
1109,cg1242,KEGG_orth,-
1110,cg1243,KEGG_orth,-
1112,cg1245,KEGG_orth,-
1114,cg1247,KEGG_orth,-
1118,cg1251,KEGG_orth,-
1119,cg1252,KEGG_orth,-
1120,cg1253,KEGG_orth,-
1121,cg1254,KEGG_orth,-
1122,cg1255,KEGG_orth,-
1131,cg1264,KEGG_orth,-
1132,cg1265,KEGG_orth,-
1137,cg1270,KEGG_orth,-
1139,cg1272,KEGG_orth,-
1142,cg1275,KEGG_orth,-
1143,cg1276,KEGG_orth,-
1144,cg1277,KEGG_orth,-
1145,cg1278,KEGG_orth,-
1146,cg1279,KEGG_orth,-
1150,cg1282,KEGG_orth,-
1153,cg1285,KEGG_orth,-
1154,cg1286,KEGG_orth,-
1155,cg1287,KEGG_orth,-
1156,cg1288,KEGG_orth,-
1157,cg1289,KEGG_orth,-
1159,cg1291,KEGG_orth,-
1161,cg1293,KEGG_orth,-
1162,cg1294,KEGG_orth,-
1163,cg1295,KEGG_orth,-
1164,cg1296,KEGG_orth,-
1170,cg1302,KEGG_orth,-
1176,cg1308,KEGG_orth,-
1184,cg1312,KEGG_orth,-
1185,cg1313,KEGG_orth,-
1188,cg1317,KEGG_orth,-
1189,cg1318,KEGG_orth,-
1190,cg1319,KEGG_orth,-
1193,cg1322,KEGG_orth,-
1194,cg1324,KEGG_orth,-
1196,cg1326,KEGG_orth,-
1198,cg1328,KEGG_orth,-
1203,cg1332,KEGG_orth,-
1209,cg1340,KEGG_orth,-
1215,cg1346,KEGG_orth,-
1216,cg1347,KEGG_orth,-
1217,cg1348,KEGG_orth,-
1218,cg1349,KEGG_orth,-
1219,cg1350,KEGG_orth,-
1228,cg1360,KEGG_orth,-
1238,cg1370,KEGG_orth,-
1240,cg1372,KEGG_orth,-
1242,cg1374,KEGG_orth,-
1253,cg1384,KEGG_orth,-
1254,cg1385,KEGG_orth,-
1259,cg1392,KEGG_orth,-
1262,cg1395,KEGG_orth,-
1264,cg1398,KEGG_orth,-
1265,cg1399,KEGG_orth,-
1269,cg1402,KEGG_orth,-
1272,cg1405,KEGG_orth,-
1273,cg1408,KEGG_orth,-
1283,cg1417,KEGG_orth,-
1292,cg1427,KEGG_orth,-
1295,cg1433,KEGG_orth,-
1306,cg1442,KEGG_orth,-
1307,cg1443,KEGG_orth,-
1308,cg1444,KEGG_orth,-
1310,cg1448,KEGG_orth,-
1311,cg1449,KEGG_orth,-
1313,cg1452,KEGG_orth,-
1315,cg1454,KEGG_orth,-
1318,cg1458,KEGG_orth,-
1319,cg1459,KEGG_orth,-
1324,cg1465,KEGG_orth,-
1325,cg1466,KEGG_orth,-
1326,cg1467,KEGG_orth,-
1327,cg1468,KEGG_orth,-
1328,cg1474,KEGG_orth,-
1329,cg1475,KEGG_orth,-
1331,cg1478,KEGG_orth,-
1333,cg1481,KEGG_orth,-
1336,cg1484,KEGG_orth,-
1337,cg1485,KEGG_orth,-
1338,cg1486,KEGG_orth,-
1344,cg1494,KEGG_orth,-
1349,cg1499,KEGG_orth,-
1355,cg1505,KEGG_orth,-
1357,cg1507,KEGG_orth,-
1358,cg1508,KEGG_orth,-
1359,cg1509,KEGG_orth,-
1360,cg1510,KEGG_orth,-
1361,cg1511,KEGG_orth,-
1362,cg1512,KEGG_orth,-
1363,cg1514,KEGG_orth,-
1364,cg1515,KEGG_orth,-
1365,cg1516,KEGG_orth,-
1366,cg1519,KEGG_orth,-
1367,cg1520,KEGG_orth,-
1368,cg1523,KEGG_orth,-
1371,cg1526,KEGG_orth,-
1372,cg1527,KEGG_orth,-
1373,cg1528,KEGG_orth,-
1374,cg1530,KEGG_orth,-
1380,cg1540,KEGG_orth,-
1381,cg1541,KEGG_orth,-
1382,cg1542,KEGG_orth,-
1386,cg1545,KEGG_orth,-
1389,cg1549,KEGG_orth,-
1391,cg1551,KEGG_orth,-
1392,cg1552,KEGG_orth,-
1394,cg1555,KEGG_orth,-
1395,cg1556,KEGG_orth,-
1396,cg1559,KEGG_orth,-
1398,cg1562,KEGG_orth,-
1402,cg1566,KEGG_orth,-
1414,cg1577,KEGG_orth,-
1415,cg1578,KEGG_orth,-
1424,cg1589,KEGG_orth,-
1426,cg1591,KEGG_orth,-
1429,cg1595,KEGG_orth,-
1430,cg1597,KEGG_orth,-
1431,cg1598,KEGG_orth,-
1432,cg1599,KEGG_orth,-
1436,cg1603,KEGG_orth,-
1437,cg1604,KEGG_orth,-
1445,cg1612,KEGG_orth,-
1452,cg1618,KEGG_orth,-
1453,cg1619,KEGG_orth,-
1454,cg1620,KEGG_orth,-
1459,cg1625,KEGG_orth,-
1464,cg1630,KEGG_orth,-
1465,cg1631,KEGG_orth,-
1467,cg1633,KEGG_orth,-
1468,cg1635,KEGG_orth,-
1469,cg1636,KEGG_orth,-
1470,cg1638,KEGG_orth,-
1471,cg1639,KEGG_orth,-
1472,cg1640,KEGG_orth,-
1473,cg1641,KEGG_orth,-
1476,cg1644,KEGG_orth,-
1477,cg1645,KEGG_orth,-
1481,cg1648,KEGG_orth,-
1486,cg1653,KEGG_orth,-
1492,cg1658,KEGG_orth,-
1494,cg1660,KEGG_orth,-
1495,cg1661,KEGG_orth,-
1496,cg1662,KEGG_orth,-
1497,cg1663,KEGG_orth,-
1499,cg1665,KEGG_orth,-
1500,cg1668,KEGG_orth,-
1501,cg1669,KEGG_orth,-
1502,cg1670,KEGG_orth,-
1503,cg1671,KEGG_orth,-
1513,cg1682,KEGG_orth,-
1528,cg1696,KEGG_orth,-
1533,cg1700,KEGG_orth,-
1535,cg1702,KEGG_orth,-
1541,cg1707,KEGG_orth,-
1542,cg1708,KEGG_orth,-
1546,cg1711,KEGG_orth,-
1547,cg1712,KEGG_orth,-
1551,cg1716,KEGG_orth,-
1552,cg1717,KEGG_orth,-
1556,cg1722,KEGG_orth,-
1560,cg1727,KEGG_orth,-
1561,cg1728,KEGG_orth,-
1562,cg1730,KEGG_orth,-
1563,cg1731,KEGG_orth,-
1564,cg1732,KEGG_orth,-
1565,cg1733,KEGG_orth,-
1569,cg1736,KEGG_orth,-
1573,cg1740,KEGG_orth,-
1574,cg1741,KEGG_orth,-
1578,cg1745,KEGG_orth,-
1580,cg1750,KEGG_orth,-
1581,cg1752,KEGG_orth,-
1585,cg1759,KEGG_orth,-
1591,cg1765,KEGG_orth,-
1603,cg1779,KEGG_orth,-
1606,cg1782,KEGG_orth,-
1618,cg1793,KEGG_orth,-
1621,cg1796,KEGG_orth,-
1635,cg1811,KEGG_orth,-
1643,cg1821,KEGG_orth,-
1644,cg1822,KEGG_orth,-
1663,cg1840,KEGG_orth,-
1666,cg1843,KEGG_orth,-
1668,cg1845,KEGG_orth,-
1669,cg1846,KEGG_orth,-
1670,cg1847,KEGG_orth,-
1671,cg1848,KEGG_orth,-
1676,cg1856,KEGG_orth,-
1689,cg1872,KEGG_orth,-
1691,cg1874,KEGG_orth,-
1692,cg1875,KEGG_orth,-
1702,cg1890,KEGG_orth,-
1703,cg1892,KEGG_orth,-
1704,cg1893,KEGG_orth,-
1706,cg1896,KEGG_orth,-
1709,cg1901,KEGG_orth,-
1710,cg1903,KEGG_orth,-
1713,cg1907,KEGG_orth,-
1714,cg1911,KEGG_orth,-
1716,cg1913,KEGG_orth,-
1717,cg1923,KEGG_orth,-
1718,cg1926,KEGG_orth,-
1719,cg1929,KEGG_orth,-
1721,cg1932,KEGG_orth,-
1722,cg1935,KEGG_orth,-
1723,cg1936,KEGG_orth,-
1724,cg1943,KEGG_orth,-
1725,cg1945,KEGG_orth,-
1726,cg1946,KEGG_orth,-
1727,cg1950,KEGG_orth,-
1731,cg1960,KEGG_orth,-
1732,cg1963,KEGG_orth,-
1733,cg1964,KEGG_orth,-
1734,cg1965,KEGG_orth,-
1735,cg1966,KEGG_orth,-
1736,cg1967,KEGG_orth,-
1737,cg1974,KEGG_orth,-
1738,cg1975,KEGG_orth,-
1739,cg1976,KEGG_orth,-
1742,cg1981,KEGG_orth,-
1746,cg1986,KEGG_orth,-
1747,cg1988,KEGG_orth,-
1750,cg1995,KEGG_orth,-
1752,cg1997,KEGG_orth,-
1753,cg1998,KEGG_orth,-
1754,cg1999,KEGG_orth,-
1755,cg2001,KEGG_orth,-
1756,cg2003,KEGG_orth,-
1757,cg2004,KEGG_orth,-
1758,cg2005,KEGG_orth,-
1759,cg2007,KEGG_orth,-
1760,cg2008,KEGG_orth,-
1762,cg2011,KEGG_orth,-
1763,cg2012,KEGG_orth,-
1764,cg2014,KEGG_orth,-
1765,cg2015,KEGG_orth,-
1766,cg2017,KEGG_orth,-
1767,cg2018,KEGG_orth,-
1768,cg2020,KEGG_orth,-
1769,cg2021,KEGG_orth,-
1770,cg2022,KEGG_orth,-
1771,cg2023,KEGG_orth,-
1773,cg2026,KEGG_orth,-
1774,cg2031,KEGG_orth,-
1775,cg2032,KEGG_orth,-
1776,cg2034,KEGG_orth,-
1777,cg2037,KEGG_orth,-
1778,cg2039,KEGG_orth,-
1779,cg2040,KEGG_orth,-
1780,cg2041,KEGG_orth,-
1781,cg2043,KEGG_orth,-
1782,cg2044,KEGG_orth,-
1783,cg2046,KEGG_orth,-
1784,cg2048,KEGG_orth,-
1785,cg2054,KEGG_orth,-
1786,cg2061,KEGG_orth,-
1787,cg2062,KEGG_orth,-
1788,cg2063,KEGG_orth,-
1790,cg2065,KEGG_orth,-
1791,cg2066,KEGG_orth,-
1792,cg2067,KEGG_orth,-
1793,cg2068,KEGG_orth,-
1794,cg2069,KEGG_orth,-
1795,cg2071,KEGG_orth,-
1798,cg2076,KEGG_orth,-
1801,cg2079,KEGG_orth,-
1802,cg2080,KEGG_orth,-
1806,cg2085,KEGG_orth,-
1808,cg2087,KEGG_orth,-
1809,cg2088,KEGG_orth,-
1810,cg2089,KEGG_orth,-
1815,cg2095,KEGG_orth,-
1816,cg2096,KEGG_orth,-
1817,cg2097,KEGG_orth,-
1818,cg2098,KEGG_orth,-
1819,cg2099,KEGG_orth,-
1820,cg2100,KEGG_orth,-
1826,cg2105,KEGG_orth,-
1827,cg2106,KEGG_orth,-
1828,cg2107,KEGG_orth,-
1830,cg2110,KEGG_orth,-
1833,cg2113,KEGG_orth,-
1839,cg2118,KEGG_orth,-
1846,cg2124,KEGG_orth,-
1850,cg2127,KEGG_orth,-
1851,cg2128,KEGG_orth,-
1854,cg2131,KEGG_orth,-
1855,cg2132,KEGG_orth,-
1856,cg2133,KEGG_orth,-
1857,cg2134,KEGG_orth,-
1865,cg2145,KEGG_orth,-
1870,cg2152,KEGG_orth,-
1877,cg2159,KEGG_orth,-
1882,cg2165,KEGG_orth,-
1888,cg2171,KEGG_orth,-
1890,cg2173,KEGG_orth,-
1897,cg2180,KEGG_orth,-
1914,cg2190,KEGG_orth,-
1915,cg2191,KEGG_orth,-
1917,cg2193,KEGG_orth,-
1919,cg2195,KEGG_orth,-
1920,cg2196,KEGG_orth,-
1924,cg2200,KEGG_orth,-
1925,cg2201,KEGG_orth,-
1931,cg2211,KEGG_orth,-
1935,cg2215,KEGG_orth,-
1941,cg2223,KEGG_orth,-
1947,cg2229,KEGG_orth,-
1962,cg2247,KEGG_orth,-
1963,cg2248,KEGG_orth,-
1965,cg2250,KEGG_orth,-
1967,cg2252,KEGG_orth,-
1969,cg2254,KEGG_orth,-
1978,cg2263,KEGG_orth,-
1981,cg2267,KEGG_orth,-
1982,cg2268,KEGG_orth,-
1984,cg2270,KEGG_orth,-
1985,cg2271,KEGG_orth,-
1989,cg2275,KEGG_orth,-
1997,cg2283,KEGG_orth,-
1998,cg2284,KEGG_orth,-
1999,cg2285,KEGG_orth,-
2000,cg2288,KEGG_orth,-
2004,cg2292,KEGG_orth,-
2006,cg2294,KEGG_orth,-
2015,cg2301,KEGG_orth,-
2016,cg2302,KEGG_orth,-
2021,cg2306,KEGG_orth,-
2022,cg2307,KEGG_orth,-
2023,cg2308,KEGG_orth,-
2026,cg2311,KEGG_orth,-
2033,cg2320,KEGG_orth,-
2035,cg2322,KEGG_orth,-
2038,cg2325,KEGG_orth,-
2039,cg2326,KEGG_orth,-
2040,cg2328,KEGG_orth,-
2041,cg2329,KEGG_orth,-
2043,cg2331,KEGG_orth,-
2044,cg2332,KEGG_orth,-
2047,cg2336,KEGG_orth,-
2051,cg2340,KEGG_orth,-
2052,cg2341,KEGG_orth,-
