Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
CYL77_RS00060,-0.010325679440029538,-0.010658578426862733,-0.05004746395165611,-0.07005881311009725,-0.010385587381536662,0.18026617078486484,0.05075468368271092,-0.002712070602726473,0.08721401465414091,0.08533646186286252,-0.014520913687258575,0.03422520195491538,0.03403312678623365,0.01678069864560391,0.007314728741609981,-0.06691574456151288,-0.04452781963428445,0.010747283339127462,-0.02740500724794024,-0.038020935537876804,0.00823623021328913,0.02127190338594207,0.06833322660716125,0.005381495653820955,0.006471830829527459,0.03191092025417512,0.04752172483614075,0.05040305231728904,-0.044975719411792715,0.05788225364035089
CYL77_RS00065,0.020637528367002354,0.001913311008734219,0.007036409696654763,-0.006465149993771343,-0.0015431392944494167,-0.004340741328196429,0.0010885539106128361,0.005798328694771429,-0.0007892739408690131,0.009661200213874866,-0.007885034171833916,0.0034859776293292353,0.008545127125120091,0.009945660745793906,0.01163038767327892,-0.01843042625987552,-0.007779266922501642,0.002574641471744375,0.013797079886578722,0.004870684647928438,0.009773109378223154,0.021516384452085983,0.002900068415711269,-0.00047609212634718186,0.02026931458533049,-0.016113770537051736,-0.0060403282694859485,-0.004581645596180891,0.009440666280423615,-0.028618302410067402
CYL77_RS00070,0.015329396201463064,0.004279592045482299,0.004443538241743203,-0.002014537951190897,-0.013864306701198589,-0.014668360047322524,-0.0057352603725160465,0.0018707124188481747,-0.0018223647156185288,-0.008285322649926713,0.001423131502398348,0.003593572256858199,-0.029881335582135442,0.005610637217639724,-0.03009245096317609,-0.004500310976205739,0.009315972537258993,0.006557906624025008,-0.005377533098823309,0.0036059579641247153,0.019762671291860125,0.010528995560282204,0.004674611173159372,0.0005926466383896435,0.01803478114543112,-0.02044743304647454,0.004982330425779459,-0.012874430938569482,-0.03036367927044175,0.0021236347710910882
CYL77_RS00085,-0.004846572609836708,0.04708480874576718,0.017787917015331334,-0.02845301533722136,-0.007776047878859831,0.016776911780889157,0.01598920475424289,-0.019001556120938817,-0.01082281534600261,-0.04144582760636368,0.08824167191058767,-0.0011904588016536733,-0.009980820241762046,-0.008762206605252875,0.002352052106937219,-0.056826258584410344,-0.026383582899957764,-0.004706121393052102,0.006807783208514568,-0.003898407305847609,-0.012614991950316934,0.01983620756639695,0.013025184666482495,0.04481599821601944,-0.005129854468637865,-0.006336801544052112,-0.024007497668182474,-0.002585357581619243,0.054545571799342434,-0.0026220848633821984
CYL77_RS00090,-0.00738369941924202,0.007311608462149779,0.0005863694422979475,-0.0031347687755872962,-0.011688158756451638,0.00038113714167873166,0.004176639602410402,-0.02376612415294467,0.009789038574805701,-0.022568414060575213,-0.004018526813737422,-0.011210462695300015,0.014437242756060857,-0.02795300874376391,-0.005739134503440012,0.00856625831015438,0.01911091263060942,-0.015372194806117545,-0.012013992062956953,0.013414762506402913,-0.018134908307091014,-0.005752113003845315,0.008086229828680475,0.006107517229503696,0.018954466734853976,-0.0021500836368612912,-0.002971968589242455,-0.017906052148379516,0.007339963147487987,0.0019982944742568155
CYL77_RS00095,-0.0016588391885957426,0.027081039076153383,0.0009284976983503501,-0.017732148803972256,0.019494743005635664,0.0027966565131457882,0.0021845331299126807,-0.015382471676810805,-0.001534495779159435,-0.027811546319581305,0.0008941113088778907,-0.005178548390259989,-0.0032159384700515153,-0.007007657382856918,-0.01786351326727105,0.015674661188949623,0.000997626431329894,0.0004499111953278229,-0.029016168758036125,0.017082118968201464,0.000350878297915915,0.017841424807778887,0.008485180239593696,-0.0003547377914280111,0.01453858331409292,0.01752389383920197,0.007460873498593042,-0.015131825743751081,0.00578243805772252,0.012191213390865886
CYL77_RS00100,0.0026663597440390882,0.03577283732401592,-0.02775242169889888,-0.010167291412221814,0.051472311212147286,0.023344228610397564,0.00040637538667416507,-0.01657352817429676,0.021062881330522667,0.0058245273561041595,0.00039407254497057955,0.0038513579418163984,-0.006074358260936412,0.011371418418957726,-0.009824009805913891,0.012736869364961951,-0.03652747761979018,0.009666068973357596,-0.0013306429639311729,0.0019576455517978314,-0.02246263617373821,0.001078234718115866,-0.00939511599978998,-0.025505635844066576,0.02550187383643397,0.033277010561186156,0.029105832140803176,-0.017102576360334257,0.027327221346072912,0.00756433276924553
CYL77_RS00105,2.5775518713231418e-05,0.020435706844649848,-0.0035558145964670806,-0.01905489665688671,-0.022296065768608347,-0.007440101416922453,-0.0016458330291701552,-0.004415496620253095,0.01891399789013427,0.006545806358199597,0.001118000553682527,0.00255936439727649,0.004973193666739882,0.019674709798238342,0.004175011795292272,0.03150487611395722,0.0014493741011480633,-0.012817086724340352,-0.013060967210591417,-0.03893014349614596,-0.044330148235864036,0.00936228796938671,-0.024674225900480372,-0.012617973356314824,0.013167290914258889,0.028519590584858246,0.026862626284650217,0.0018078185609025125,0.003526243119487661,0.009474379180703828
CYL77_RS00110,0.0022560357932109227,0.008034798284235782,0.03183859484750907,0.009639987746355211,-0.039121800696666584,-0.048407697569419525,0.014353369812199635,0.027741453067709813,-0.011958956501414052,0.00416812969475302,-0.010680412197604962,0.010845285374837038,-2.2332914600900117e-05,-0.01323322238270665,0.04958996147554819,-0.005410907803820043,0.056551712941031174,-0.006003089511170394,-0.010772149368041233,-0.006825544280115893,-0.01143290795239528,0.027447183971951606,-0.010456241252201483,-0.009407974280822145,0.025427350907628314,0.01661941518808237,0.029493067177683487,-0.009117047361513468,-0.014556204577730693,-0.010294290571434248
CYL77_RS00115,0.012680892654134614,-0.002771234141950861,0.005541291831801932,0.035815545664177745,0.03168522068689968,-0.009783272828678522,0.013521331118137485,0.0011667540426879423,0.015102849510069962,-0.02464104584049718,0.0024580123876358703,-0.005463363137121357,0.009619900500227563,0.006248378127549132,0.007712291902991518,0.014840511126391311,-0.03192197371581545,0.05669871463401923,0.004747244977277721,-0.04164088543390262,-0.010361596712232905,0.006042360055683882,-0.011325581833923369,-0.003936770796045055,0.042573131972571704,0.016101573295571107,0.00812315850950357,0.03325764351160083,-0.0038530204396788623,0.02113244385690829
CYL77_RS00120,-0.037714535851441536,0.026781857343105887,-0.024626013481579414,0.05445832095274478,0.09213319933487107,-0.08303723887916176,0.003925214144516839,0.023525317218525927,0.018144633928286732,-0.04542794181347028,-0.07887177470606926,-0.011398226751103755,0.0011813459874800629,0.014886532848610046,-0.0009120472891892975,-0.022710661943901905,0.0096753249320568,0.021370104883737376,-0.0025473052036616346,0.07511449782818355,-0.014609356982732153,-0.014069922621703432,0.04473724698943521,0.009122324033687146,0.024098405839127385,-0.04497724040296438,0.018399697170020678,0.05470624686738492,-0.021541058533163657,0.0029264397061267854
CYL77_RS00125,-0.009357651192754057,-0.049634111930429214,0.015192350433606703,0.00887212814016277,-0.03437654029930905,-0.056173046508176006,-0.008608634368161948,-0.01973398180079091,0.06927581484460542,-0.07331242493903072,0.004743207738373601,0.03155501361728423,0.010552708396663247,-0.006478034100113543,-0.022678116542494967,0.023728867801782783,-0.010639246570852533,0.02964119020668673,-0.025660163254193763,0.01627405902461648,-0.031916639471760495,0.003762695636599423,-0.02800259953055563,-0.019594302050444354,-0.014778621063025462,0.003931864290795864,-0.002259419264506321,0.01033740128261549,0.011600011432036506,0.04225865774323255
CYL77_RS00130,0.00575413233436472,0.023635656249728437,0.02029739777359381,-0.010619451970349575,-0.03188374197133255,0.02339075396698831,-0.03011533211879378,0.0013364909320595366,0.022318507395189476,-0.07105678740284815,-0.009948406729394685,-0.0076320131546914385,-0.00954756203437434,0.009370341624545952,0.00901408247858531,-0.046657971982518295,-0.0020766640375000406,0.036939853809914554,-0.019831956247910655,-0.005633251408189987,-0.01665477652784603,-0.007442871220940862,0.04112057376655193,-0.006242851730917925,-0.013075277368466235,1.0396157457245727e-05,-0.0004268939730142496,-0.015775964707204725,0.0025099998102361396,-0.0007297915734173514
CYL77_RS15700,0.007598238711940674,0.05098469811938504,0.009475243470398721,0.06710485394635556,-0.0022933482755491054,0.00921437338239296,-0.006883819668885138,0.01601106185285269,-0.008403210690771813,-0.020441169292971652,-0.033536528442146024,0.0047755195280763255,-0.07030796819183542,0.005495233090260619,0.015191913840139647,-0.010325395705985521,-0.003160141108592945,0.00042294267574803467,-0.033450334716372744,0.0012103424629621576,-0.033865652999476165,0.04252869009432189,-0.00366576750674681,-0.0019163348099547279,-0.01589291579984825,0.010725920359026515,0.006643724827298987,0.01837436084515687,0.1634551892841201,0.001004295227440834
CYL77_RS00150,0.008331449397444114,0.007019109678640725,-0.009996073164636403,-0.018637309783563767,-0.010593807614289907,-0.05459657675286472,0.018574203307406653,-0.005032477935317401,0.08874681003667652,0.0010733492910646573,-0.0036800446147620763,0.024552838192722727,-0.004651901453125425,0.013787565327552173,-0.006392195210399556,-0.010610742294982567,-0.006604468796929834,-0.004208360305204698,-0.010195889929861977,-0.03340047185101213,-0.03567680942881093,0.023820003735322483,-0.027570896595410236,0.0036470823009373786,-0.035293127521993276,-0.006602457198273305,0.002705180025270776,-0.0016857753111855214,0.0052949344293534645,0.041471058138802745
CYL77_RS00155,0.0006435385722712888,-0.01226879443936133,0.0019882041736923326,-0.0037358086090592195,0.009491634084812808,-0.009315186479175558,-0.0063289956335550925,-0.00556201747888124,0.008521459529554428,-0.011859728986886506,0.003291338399495721,0.010102015873623964,-0.002520819303987792,-0.04195806078456658,-0.013591156815026071,-0.015891991337055,-0.003674940433823146,0.0012144565940557556,-0.0022317145472064434,-0.0212269336869893,0.006566967500409231,-0.00577125351032224,-0.008562598478872155,0.008841359441616629,0.02868798847666574,0.005161205455074217,-0.025681453217003727,-0.008104597194245241,0.004755358708932584,0.005971397788544863
CYL77_RS00160,-0.005599013525029339,0.04737039141060314,-0.03070032755459932,0.009639567057502914,0.023165270223743845,0.017553671708884624,-0.015386541115752909,0.045353941499629465,-0.01426298799779479,-0.029411675278766983,0.019027300687558882,-0.003047232288424194,0.005188146393244405,-0.030261012485140935,0.03406567463124631,-0.00941871854298511,-0.019326216243903266,0.026839527922146885,-0.037159034125911664,0.022851094699848234,0.024979912895894647,-0.022130565434220886,-0.01746103954622665,-0.006110018663931335,0.02545861344422649,-0.022902118750625353,-0.0011428726213341255,0.03639962113883324,0.005888242188865821,-0.029336221055361753
CYL77_RS00165,-0.023133629715641216,0.030818891733482515,0.02605228112774137,-0.007061724396881288,-0.06829794051954689,-0.022277955225442382,-0.02910049261063195,-0.01056031893784009,0.03342230366314351,-0.049805327772697625,0.024739897050798928,-0.021079636627542198,-0.00847308750156927,0.0008293284874367273,0.005408971313819459,0.019687724759832267,0.041989356757927164,-0.025403041437488158,-0.00969378275487637,0.00889164295741564,0.0012546752663173746,-0.02388397805488296,0.012271891658884329,-0.003366336097019577,-0.008780508389354685,-0.0447574756261482,0.013301788617523055,0.002427139197169902,-0.028338880545358717,-0.007751392594931074
CYL77_RS00170,0.006476415855932742,0.02751682291795742,0.013454488625710286,-0.0355438401844245,-0.0015257565081652493,-0.009516732974556064,-0.019572570042246964,-0.030247136694343424,0.0029801171263965664,-0.04063624201558278,-0.025775549409551946,0.0034566014681416484,0.0005973947201390741,0.00819241671590858,0.0237152367497069,-0.025747399472278824,0.004003436661670586,0.007140354199660801,-0.019227068291244473,-0.005156538579041931,-0.015650498697443133,-0.009509681738314657,-0.00656576596399912,-0.0019131072237254933,-0.0070548725577408615,0.014365698206012889,0.02921041701894202,0.0011673220221137483,0.012042386041373088,-0.0024500233174648547
CYL77_RS00175,0.0037270838299790377,0.0005925139805824878,-0.012586386218036679,-0.0026507162727323064,-0.03586198270072104,0.011784256031756512,-0.020530115628702304,-0.016891381529113726,0.07875487096270352,-0.0218011993534881,0.013593529770945608,-0.017500057512360227,-0.019252522647571643,-0.014200334179963066,0.010587503677617283,-0.0011736472297031602,-0.009553437582869724,0.013733145314162294,-0.023357718450679285,0.025312602597696594,-0.010124361312622983,0.029745069444028577,0.004473846300884172,-0.003155760479184674,0.001960419909442834,0.02526281835951905,0.004610715249187174,0.07302168226921771,0.0006722627200747309,-0.0019393815344101722
CYL77_RS00180,0.003123721092918145,-0.007723678983138786,0.01275108798270212,0.027230603116558238,0.00037626960912783995,-0.01622361502030497,-0.02484144446766368,-0.017419911413802173,0.002714705156524253,0.001286433529693607,0.005835387248774114,0.009689448480867063,0.007379377596812937,0.04654772025363974,0.009639882452711851,0.000978540702469555,-0.0018299547784302523,-0.0033544898869924938,0.011990052008109528,0.0009701033893979672,0.0011393514440736722,-0.034773267945375635,0.023938911735773206,0.016245674095957282,-0.002628531709239458,-0.014965633936719317,0.01587693508497473,-0.0030351217007336785,-0.005208740776906941,0.009571876572246257
CYL77_RS00185,-0.000386992307177826,0.006540119767008565,0.01547744927009463,0.013830144050708006,-0.004578975316601786,-0.007828039744258284,-0.03460112310456795,-0.007342171537518014,-0.00537321168664004,0.0018533508585249108,-0.00048546414860358827,0.00240988375700293,-0.0038991475077619912,0.05811630413327002,0.004905516804520576,-0.00240754879634437,0.000108413496337527,-0.01626200073229868,-0.00790389343675805,0.011923427682123467,0.0028006318760257594,-0.02213847919984913,0.02146210793734969,0.004291349048580361,0.005721063603082191,-0.0028541638060046214,0.014880352063382745,-0.006810773818824564,0.00760042917624514,0.011715582413032732
CYL77_RS00190,0.017715736895335163,0.010717251589042721,0.017455221101137258,0.018424032352303034,-0.005333651423536969,-0.013558051929915065,-0.03582311252595745,0.00893773047717918,-0.0012311074205040892,0.021391328120854997,0.0021577141315573737,0.002752550137797632,-0.024698321060518516,0.05843628665593073,-0.0076263690733388515,0.010609996823621898,-0.0024703037432299933,-0.001993914688801138,0.007336102933204563,0.010172060768270635,-0.009184597092786479,-0.024984225501183,0.024015338443128535,0.002783872230717535,0.01544044668938216,-0.003638806585202854,-0.007545535926964186,-0.005547149736377396,0.01948614158173461,0.006939875685048864
CYL77_RS00195,-0.018938001728570217,0.0017776406736042195,-0.011857463284327458,-0.006410657671881466,0.0007023729807540759,-0.003669414198211251,-0.007194636067827114,0.01447956064963968,-0.00569174274824547,0.0025627918914553423,-0.0028858631013827718,-0.002113743293423846,0.008846359966392412,-0.025049619216697062,0.00860942179554013,0.004888369557063475,0.005877409814495418,-0.007938487456563415,0.010437896996088365,0.004081386547057345,0.00025657633542371306,0.018625514625257786,0.006986514065024211,-0.010758670378150332,-0.010616214506047618,0.006084223941301292,-0.017876926832824307,-0.01019438518920977,-0.00017596465932478563,-0.013020684709776442
CYL77_RS00200,0.014711335775734408,0.0026875675325185463,0.0039653061223056535,0.004080100861988281,0.0032256813599393953,-0.004672972751594301,0.010594246532692423,0.0071159367459090565,-0.000262713578669015,0.007395499901225063,0.008106354554188039,-0.001188878318258916,8.42200705885384e-05,-0.004511419115610221,-0.019549255368739984,0.009311763079152496,-0.003141218071476038,-0.004804083333695338,-0.002305547784712592,0.003958434223565074,-0.014127786602491121,0.0014677888634087113,0.00867981721992226,0.027702976784011304,-0.004021300248133166,0.014594754401704236,-0.0031246063776580917,-0.007802701492060779,-0.010616247288864558,0.0025955506081920122
CYL77_RS00205,0.004784690521635796,0.010305691183146764,0.005623641824479465,-0.00843752800493284,-0.015074095632116253,0.027998245845259923,-0.02959803597797741,0.003309792316034631,-0.012590218202569605,0.0014861669027687982,-0.018878131170850812,-0.03139028712078196,-0.0026718665655154988,-0.008379018776662047,-0.000874726398309089,0.007127782031809337,0.011405508202457029,-0.010275242266280508,-0.017775930398291437,0.005101402209910052,-0.0277771773900212,-0.02059196673092568,0.03174987816185481,-0.029911727619958157,-0.011427706633223362,0.011809085708478247,-0.01009293013992386,-0.01602845329797943,-0.01375086499828893,0.01854046722654798
CYL77_RS00210,-0.002918460289906153,0.058205714076967584,-0.024755192908948252,-0.043170434453362924,0.005776225201491732,-0.0049263039581668635,-0.0018057145196193132,-0.012781769874210622,-0.01490835031287039,-0.051896885500315425,-0.003270128506535791,0.02131652812951298,-0.012181347616153027,0.01177027967432722,0.006717948078851621,0.015493888212386548,0.04578842284463915,0.011493862142044953,-0.02591752958751982,-0.04388312506160039,0.002266104546733996,0.019931695536438185,0.007762859106827269,-0.002817655338883313,-0.007510132198548185,-0.008524176938958431,0.0008173425500102215,0.0006950126745466201,0.062393323369626476,0.014158165544917592
CYL77_RS15985,0.0008483832130797769,0.009622496839692659,0.0010631198037405,-0.039318796133059115,-0.008282409065832493,0.015678449807904903,0.06284410580950438,0.0015853489246708968,0.003883862062954585,-0.044774057254237214,-0.016385827957446947,-0.04861518471864893,0.0020383826243436662,0.00502019410553544,-0.002621168045078935,0.05686334577028368,-0.07111122326938707,-0.000905323908822741,-0.010179565431074383,-0.003240581941621688,-0.031796106075452794,0.014700792335745155,0.004172324117913922,-0.02783852588698946,-0.008220657054929385,-0.008471431339990213,-0.003553854402627235,0.004385308222993823,0.08498358716560296,0.017971769564651782
CYL77_RS00215,-0.005113264761230896,-0.01525481307162348,-0.01982913988467062,-0.006387221390628114,0.022763695623389826,0.043111295920826825,-0.003939510680519871,-0.0045925477299021316,-0.006075559927275131,-0.016623871876329605,-0.006277639954121303,0.01964615503743048,-0.0003203060539148028,-0.032367473069473754,-0.007965191054285453,-0.037458069083551766,-0.010857458630605728,0.03912154412661143,0.0018579803300192749,0.011183723840832079,-0.0002887270995230838,0.013824049566719558,0.004416584735226206,-0.010654513706494251,-0.007025357458191189,0.025264275115131143,0.004653684105964044,0.011162700883629884,-0.009940876034782165,0.012935023039912208
CYL77_RS00220,0.007363279192116293,0.04332752417448832,-0.002058283372208006,0.0021113858219285035,0.0025876398303075394,-0.026084255008105878,-0.021323664001441762,0.000340045975104801,-0.028090811875765443,0.010737861692399162,-0.021401133616284373,-0.014604403695942006,0.0005674445804555333,-0.009261848405685998,-0.006429159980409029,0.02424196233530874,0.002518474812724051,0.004148534221289541,-0.021973287027428776,0.036834095622684554,-0.0022252027820487126,0.022592531040797937,0.05274005612361122,-0.015345819321778057,-0.005261889128378072,0.014533320333874928,-0.01215811233842077,0.0547760345026218,0.04136656656370714,0.007263801654628455
CYL77_RS00225,0.011246547892273515,-0.014087025085469064,-0.021527796649720956,-0.014117489593001227,0.007358766163055094,0.06969917239843015,-0.019849286648005292,-0.0015924031065816938,0.028185680743766994,-0.05151936113576625,-0.0012091599909981635,0.011479846721866789,0.04014718258185688,-0.012817665204608256,-0.012294574764662025,0.03627366595751004,0.044282109652337275,0.03833947494095849,0.009502940905368705,0.018686705243278503,0.0061464511458959835,0.04251376262212081,-0.013359794944551907,-0.014144051620250639,0.0051006141319562635,0.00025008446688440795,-0.005512443328555793,0.012462276945710546,-0.004366491809301396,0.020438001886430246
CYL77_RS00230,0.009295151370988233,0.0036533739201852645,-0.0031989262673818566,-0.004228686635278861,0.005838815876720426,0.008837347531151441,0.01191442530242388,-0.0116698420290597,0.0005535416512346691,0.006093953888140571,-0.009628033422978924,-0.00795541628436557,-0.07256586511259695,0.004143693435267651,0.019307183010524788,0.020122605224620314,0.0018618631765661556,-0.003093073295010754,-0.001291324289259096,0.006596041440330204,-0.01055538119086658,0.011056585118435895,0.016364640879086137,-0.027956452725623856,0.006242362205148774,0.011722804413865962,-0.011299431797428957,0.01085991723275953,-0.003364290756517387,-0.031464376217462765
CYL77_RS00235,0.005489100200353556,-0.04562297627807885,0.014936158611858697,-1.6166463734305107e-05,0.0021026826111893173,0.004812692489897285,-0.0025665320603424327,-0.009541104178678747,0.007395856552208482,-0.011038812190226987,0.012530061636912077,0.02004518088514028,-0.004927572805137095,-0.011039824241964837,0.03676736509632697,-0.013525848884209313,0.017801209947652167,0.007641981145252044,-0.026113172634535983,-0.007426094217969207,0.0002766479282389983,-0.0073464773938337995,-0.0005848736250735922,0.01638250336469804,-0.016683239131148157,-0.0009664093562897833,0.007539017198937834,-0.013973734314059428,-0.014428971250058728,0.039506178554025675
CYL77_RS00240,-0.003127382251949366,0.0034858441390387507,0.0211965996361853,0.013424162093317808,-0.006941440303256382,-0.007224241244915302,-0.013969972902635703,0.0028925322527085955,-0.008891703949985843,0.005136730425939926,0.006815201866424153,0.003922253572901926,-0.016091642102627594,0.0012526650952848436,-0.012705938408237315,0.0015495603729147314,0.003075060701416778,0.002921911604667161,-0.003775810427064051,0.005042761074383356,0.029488161873543466,0.004859175262938691,-0.0019874357407724096,0.004805827366230108,0.010349754746109389,0.002934161068220031,-0.005592147716189646,-0.0005869711135957634,-0.012491190106564985,-0.017982411192791623
CYL77_RS00245,-0.01835791537585254,0.007759833305555412,0.01712316638813924,0.016850232062087835,-0.003005732518144401,-0.010223886151615071,-0.010743633419219582,0.006889154392822318,0.004613020429328638,0.00036692542665122204,-0.014073424437504098,-0.0012672915786692072,0.020327350167791178,0.012312646424963552,-0.0018818012784713694,-0.003594188530909507,0.0007159824157739879,-0.004611000477058556,0.018372374012315115,0.003297390553959098,0.030460881959928677,-0.009049583497372128,-0.009612334397304207,-0.017052770371746077,0.005389473748252104,0.006337940316209681,-0.005119676498476318,0.0029382239902882037,0.01093299058958891,-0.00464778943263816
CYL77_RS00250,-0.015408213294350992,-0.01365531058169353,0.02496963549633562,0.0033637960999325246,0.00151137215223618,-0.0029089936086840345,-0.02439261348740677,0.015534924925824723,-0.0015396418938171369,-0.005657359731970854,0.008745758337397526,-0.000982598691533085,-0.0026764288474284805,0.01435519408138161,0.02231348441357092,-0.008568835958134763,0.006055141953752493,-0.0029329500467509735,0.028945107387667725,-0.00903696978718225,0.037814758926023505,0.00042548518909731894,0.005698865313746515,-0.01626114205148427,0.009515817934816422,-0.005239572006612476,0.007138063781981035,-0.006662566376532409,0.006977771623634657,0.008647641492515557
