,GSM5197020_1,GSM5197020_2,GSM5197021_1,GSM5197021_2,GSM5197022_1,GSM5197022_2,GSM5197023_1,GSM5197023_2,GSM5197024_2,GSM5197025_2,GSM5197026_2,GSM5197027_2,GSM5197028_2,GSM5197045_1,GSM5197045_2,GSM5197046_1,GSM5197046_2,GSM5197049_1,GSM5197049_2,GSM5197050_1,GSM5197050_2,GSM5197051_1,GSM5197051_2,GSM5197052_1,GSM5197053_1,GSM5197054_1,GSM5197054_2,GSM5197055_1,GSM5197055_2,GSM5197061_1,GSM5197063_1,GSM5197064_1,GSM5197064_2,GSM5197065_1,GSM5197065_2,GSM5197066_1,GSM5197066_2,GSM5197067_1,GSM5197067_2,GSM5197077_2,GSM5197078_2,GSM5197091_1,GSM5197091_2,GSM5197092_1,GSM5197092_2,GSM5197093_1,GSM5197093_2,GSM5197094_1,GSM5197094_2,GSM5197095_1,GSM5197095_2,GSM5197096_1,GSM5197096_2,GSM5197097_1,GSM5197097_2,GSM5197099_1,GSM5197099_2,GSM5197101_1,GSM5197102_1,GSM5197113_2,GSM5197114_2,GSM5197115_1,GSM5197115_2,GSM5197116_1,GSM5197116_2,GSM5197117_1,GSM5197117_2,GSM5197119_1,GSM5197119_2,GSM5197120_1,GSM5197120_2,GSM5197124_1,GSM5197124_2,GSM5197125_1,GSM5197125_2,GSM5197126_1,GSM5197126_2,GSM5197127_1,GSM5197127_2,GSM5197128_1,GSM5197128_2,GSM5197129_1,GSM5197129_2,GSM5197130_1,GSM5197130_2,GSM5197132_1,GSM5197133_2,GSM5197134_1,GSM5197134_2,GSM5197135_2,GSM5197136_2,GSM5197138_1,GSM5197139_1,GSM5197141_1,GSM5197144_1,GSM5197144_2,GSM5197145_1,GSM5197145_2,GSM5197146_1,GSM5197146_2,GSM5197147_1,GSM5197148_1,GSM5197150_1,GSM5197150_2,GSM5197151_1,GSM5197151_2,GSM5197152_1,GSM5197152_2,GSM5197153_1,GSM5197153_2,GSM5197154_1,GSM5197154_2,GSM5197155_1,GSM5197155_2,GSM5197158_1,GSM5197158_2,GSM5197159_1,GSM5197159_2,GSM5197160_1,GSM5197160_2,GSM5197161_1,GSM5197161_2,GSM5197162_1,GSM5197162_2,GSM5197167_1,GSM5197167_2,GSM5197168_1,GSM5197168_2,GSM5197169_1,GSM5197169_2,GSM5197170_1,GSM5197170_2,GSM5197172_1,GSM5197173_1,GSM5197174_1,GSM5197176_1,GSM5197176_2,GSM5197177_1,GSM5197177_2,GSM5197178_1,GSM5197181_1,GSM5197182_1,GSM5197182_2,GSM5197183_1,GSM5197183_2,GSM5197185_1,GSM5197186_1,GSM5197188_1,GSM5197188_2,GSM5197189_1,GSM5197189_2,GSM5197190_1,GSM5197190_2,GSM5197195_1,GSM5197196_1,GSM5197205_1,GSM5197206_1,GSM5197212_1,GSM5197213_1,GSM5197219_1,GSM5197219_2,GSM5197220_1,GSM5197220_2,GSM5197226_1,GSM5197227_1,GSM5197227_2,GSM5197228_1,GSM5197228_2,GSM5197229_1,GSM5197229_2,GSM5197230_1,GSM5197230_2,GSM5197231_1,GSM5197231_2,GSM5197237_1,GSM5197237_2,GSM5197238_1,GSM5197238_2,GSM5197239_1,GSM5197239_2,GSM5197240_1,GSM5197240_2,GSM5197243_1,GSM5197243_2,GSM5197244_2,GSM5197245_1,GSM5197245_2,GSM5197246_1,GSM5197247_1,GSM5197247_2,GSM5197248_1,GSM5197248_2,GSM5197249_1,GSM5197249_2,GSM5197250_1,GSM5197250_2,GSM5197251_1,GSM5197251_2,GSM5197252_1,GSM5197253_1,GSM5197266_1,GSM5197266_2,GSM5197267_1,GSM5197267_2,GSM5197268_1,GSM5197268_2,GSM5197269_1,GSM5197269_2,GSM5197270_1,GSM5197270_2,GSM5197271_1,GSM5197271_2,GSM5197272_1,GSM5197272_2,GSM5197273_1,GSM5197273_2,GSM5197274_1,GSM5197274_2,GSM5197275_1,GSM5197275_2,GSM5197276_1,GSM5197276_2,GSM5197277_1,GSM5197277_2,GSM5197278_1,GSM5197278_2,GSM5197279_1,GSM5197279_2,GSM5197280_1,GSM5197280_2,GSM5197281_1,GSM5197281_2,GSM5197282_1,GSM5197282_2,GSM5197283_1,GSM5197283_2,GSM5197285_1,GSM5197285_2,GSM5197286_1,GSM5197286_2,GSM5197287_2,GSM5197288_1,GSM5197288_2,GSM5197289_1,GSM5197289_2,GSM5197293_1,GSM5197293_2,GSM5197294_1,GSM5197294_2,GSM5197295_1,GSM5197295_2,GSM5197296_1,GSM5197296_2,GSM5197297_1,GSM5197297_2,GSM5197298_1,GSM5197298_2,GSM5197299_1,GSM5197299_2,GSM5197300_1,GSM5197300_2,GSM5197301_1,GSM5197301_2,GSM5197302_1,GSM5197302_2,GSM5197303_1,GSM5197303_2,GSM5197304_1,GSM5197305_1,GSM5197311_1,GSM5197311_2,GSM5197312_1,GSM5197312_2,GSM5197313_1,GSM5197313_2,GSM5197329_2,GSM5197330_2,GSM5197331_1,GSM5197331_2,GSM5197332_1,GSM5197332_2,GSM5197334_1,GSM5197334_2,GSM5197335_1,GSM5197335_2,GSM5197336_1,GSM5197336_2,GSM5197340_1,GSM5197340_2,GSM5197341_1,GSM5197341_2,GSM5197350_1,GSM5197350_2,GSM5197351_1,GSM5197351_2,GSM5197352_1,GSM5197352_2,GSM5197353_1,GSM5197353_2,GSM5197355_1,GSM5197355_2,GSM5197356_1,GSM5197356_2,GSM5197358_1,GSM5197358_2,GSM5197360_1,GSM5197360_2,GSM5197364_1,GSM5197364_2,GSM5197365_1,GSM5197365_2,GSM5197366_1,GSM5197367_2,GSM5197369_2,GSM5197374_1,GSM5197374_2,GSM5197375_1,GSM5197375_2,GSM5197380_1,GSM5197380_2,GSM5197381_1,GSM5197381_2,GSM5197383_1,GSM5197383_2,GSM5197384_1,GSM5197384_2,GSM5197395_1,GSM5197395_2,GSM5197396_1,GSM5197396_2,GSM5197397_1,GSM5197397_2,GSM5197398_2,GSM5197400_2,GSM5197405_1,GSM5197405_2,GSM5197406_1,GSM5197406_2,GSM5197407_1,GSM5197408_1,GSM5197408_2,GSM5197409_2,GSM5197410_1,GSM5197410_2,GSM5197411_2,GSM5197412_2,GSM5197413_2,GSM5197414_1,GSM5197414_2,GSM5197415_1,GSM5197415_2,GSM5197416_1,GSM5197416_2,GSM5197417_1,GSM5197417_2,GSM5197418_1,GSM5197418_2,GSM5197419_1,GSM5197419_2,GSM5197421_1,GSM5197421_2,GSM5197422_1,GSM5197422_2,GSM5197423_1,GSM5197423_2,GSM5197427_1,GSM5197427_2,GSM5197428_1,GSM5197428_2,GSM5197429_1,GSM5197429_2,GSM5197430_1,GSM5197430_2,GSM5197431_1,GSM5197431_2,GSM5197433_1,GSM5197433_2,GSM5197434_1,GSM5197435_1,GSM5197435_2,GSM5197436_1,GSM5197436_2,GSM5197437_1,GSM5197437_2,GSM5197438_1,GSM5197439_1,GSM5197439_2,GSM5197440_1,GSM5197440_2,GSM5197441_1,GSM5197441_2,GSM5197443_1,GSM5197443_2,GSM5197444_1,GSM5197444_2,GSM5197449_2,GSM5197450_2,GSM5197451_1,GSM5197451_2,GSM5197452_1,GSM5197452_2,GSM5197453_1,GSM5197454_1,GSM5197454_2,GSM5197455_1,GSM5197455_2,GSM5197456_1,GSM5197456_2,GSM5197457_1,GSM5197457_2,GSM5197460_2,GSM5197461_2,GSM5197465_1,GSM5197465_2,GSM5197466_1,GSM5197466_2,GSM5197467_1,GSM5197467_2,GSM5197468_1,GSM5197468_2,GSM5197472_2,GSM5197473_2,GSM5197487_1,GSM5197487_2,GSM5197488_1,GSM5197488_2,GSM5197489_1,GSM5197489_2,GSM5197490_1,GSM5197490_2,GSM5197491_1,GSM5197491_2,GSM5197492_1,GSM5197493_1,GSM5197499_1,GSM5197499_2,GSM5197500_1,GSM5197500_2,GSM5197501_1,GSM5197501_2,GSM5197502_1,GSM5197502_2,GSM5197503_1,GSM5197503_2,GSM5197504_2,GSM5197505_1,GSM5197505_2,GSM5197506_1,GSM5197506_2,GSM5197507_2,GSM5197508_1,GSM5197508_2,GSM5197510_1,GSM5197510_2,GSM5197511_1,GSM5197511_2,GSM5197512_1,GSM5197512_2,GSM5197513_1,GSM5197513_2,GSM5197524_1,GSM5197524_2,GSM5197525_1,GSM5197525_2,GSM5197527_1,GSM5197527_2,GSM5197528_1,GSM5197528_2,GSM5197529_1,GSM5197529_2,GSM5197530_1,GSM5197530_2,GSM5197531_1,GSM5197531_2,GSM5197536_1,GSM5197536_2,GSM5197537_1,GSM5197537_2,GSM5197538_1,GSM5197538_2,GSM5197539_1,GSM5197539_2,GSM5197541_1,GSM5197542_1,GSM5197543_1,GSM5197547_1,GSM5197547_2,GSM5197548_1,GSM5197548_2,GSM5197549_1,GSM5197549_2,GSM5197551_1,GSM5197551_2,GSM5197552_1,GSM5197552_2,GSM5197554_1,GSM5197555_1,GSM5197558_1,GSM5197558_2,GSM5197559_1,GSM5197559_2,GSM5197572_1,GSM5197572_2,GSM5197573_1,GSM5197573_2,GSM5197574_1,GSM5197579_1,GSM5197580_1,GSM5197582_1,GSM5197582_2,GSM5197583_1,GSM5197583_2,GSM5197584_1,GSM5197584_2,GSM5197585_1,GSM5197586_1,GSM5197586_2,GSM5197587_2,GSM5197588_1,GSM5197588_2,GSM5197589_2,GSM5197592_1,GSM5197593_1,GSM5197600_1,GSM5197600_2,GSM5197601_1,GSM5197601_2,GSM5197602_1,GSM5197606_1,GSM5197606_2,GSM5197607_1,GSM5197607_2,GSM5197615_1,GSM5197615_2,GSM5197616_1,GSM5197616_2,GSM5197617_1,GSM5197617_2,GSM5197618_1,GSM5197618_2,GSM5197619_1,GSM5197619_2,GSM5197622_1,GSM5197623_1,GSM5197625_1,GSM5197625_2,GSM5197627_1,GSM5197627_2,GSM5197634_1,GSM5197634_2,GSM5197635_1,GSM5197635_2,GSM5197636_1,GSM5197636_2,GSM5197637_1,GSM5197637_2,GSM5197638_1,GSM5197638_2,GSM5197639_1,GSM5197639_2,GSM5197640_1,GSM5197640_2,GSM5197641_2,GSM5197642_1,GSM5197642_2,GSM5197643_1,GSM5197643_2,GSM5197644_1,GSM5197644_2,GSM5197645_1,GSM5197645_2,GSM5197646_1,GSM5197647_1,GSM5197651_1,GSM5197651_2,GSM5197652_1,GSM5197652_2,GSM5197653_1,GSM5197653_2,GSM5197654_1,GSM5197654_2,GSM5197655_2,GSM5197656_1,GSM5197656_2,GSM5197661_1,GSM5197661_2,GSM5197662_1,GSM5197662_2,GSM5197663_1,GSM5197664_1,GSM5197665_1,GSM5197665_2,GSM5197666_1,GSM5197666_2,GSM5197667_1,GSM5197667_2,GSM5197685_1,GSM5197685_2,GSM5197686_1,GSM5197686_2,GSM5197697_2,GSM5197698_2,GSM5197700_1,GSM5197700_2,GSM5197701_1,GSM5197701_2,GSM5197702_1,GSM5197702_2,GSM5197703_1,GSM5197703_2,GSM5197704_1,GSM5197704_2,GSM5197705_2,GSM5197706_1,GSM5197706_2,GSM5197707_1,GSM5197707_2,GSM5197708_2,GSM5197709_2,GSM5197710_1,GSM5197710_2,GSM5197711_1,GSM5197711_2,GSM5197712_1,GSM5197712_2,GSM5197713_1,GSM5197713_2,GSM5197714_1,GSM5197714_2,GSM5197715_1,GSM5197715_2,GSM5197719_1,GSM5197719_2,GSM5197720_1,GSM5197720_2,GSM5197721_1,GSM5197721_2,GSM5197722_1,GSM5197722_2,GSM5197723_1,GSM5197723_2,GSM5197726_1,GSM5197726_2,GSM5197732_2,GSM5197733_2,GSM5197742_1,GSM5197742_2,GSM5197743_1,GSM5197743_2,GSM5197744_1,GSM5197744_2,GSM5197745_1,GSM5197745_2,GSM5197746_1,GSM5197746_2,GSM5197747_1,GSM5197748_1,GSM5197749_1,GSM5197751_1,GSM5197751_2,GSM5197752_1,GSM5197752_2,GSM5197753_1,GSM5197754_1,GSM5197754_2,GSM5197755_1,GSM5197755_2,GSM5197756_1,GSM5197756_2,GSM5197758_1,GSM5197758_2,GSM5197759_1,GSM5197759_2,GSM5197761_1,GSM5197761_2,GSM5197762_1,GSM5197763_2,GSM5197765_1,GSM5197765_2,GSM5197766_1,GSM5197766_2,GSM5197767_1,GSM5197767_2,GSM5197768_1,GSM5197768_2,GSM5197770_1,GSM5197770_2,GSM5197771_1,GSM5197771_2,GSM5197773_1,GSM5197773_2,GSM5197774_1,GSM5197774_2,GSM5197775_1,GSM5197775_2,GSM5197781_1,GSM5197781_2,GSM5197782_1,GSM5197782_2,GSM5197784_1,GSM5197785_1,GSM5197786_1,GSM5197788_1,GSM5197788_2,GSM5197789_1,GSM5197789_2,GSM5197790_1,GSM5197790_2,GSM5197791_2,GSM5197792_1,GSM5197792_2,GSM5197793_1,GSM5197793_2,GSM5197794_2,GSM5197795_1,GSM5197795_2,GSM5197796_1,GSM5197796_2,GSM5197797_1,GSM5197797_2,GSM5197798_2,GSM5197799_1,GSM5197799_2,GSM5197800_1,GSM5197800_2,GSM5197801_1,GSM5197801_2,GSM5197802_1,GSM5197802_2,GSM5197804_1,GSM5197805_1,GSM5197808_1,GSM5197811_1,GSM5197812_1,GSM5197815_1,GSM5197817_1,GSM5197817_2,GSM5197818_1,GSM5197818_2,GSM5197819_1,GSM5197819_2,GSM5197820_1,GSM5197820_2,GSM5197822_1,GSM5197822_2,GSM5197824_1,GSM5197824_2,GSM5197826_1,GSM5197826_2,GSM5197827_1,GSM5197827_2,GSM5197828_1,GSM5197828_2,GSM5197834_1,GSM5197834_2,GSM5197835_1,GSM5197835_2,GSM5197836_1,GSM5197836_2,GSM5197837_1,GSM5197837_2,GSM5197838_1,GSM5197838_2,GSM5197839_1,GSM5197839_2,GSM5197840_1,GSM5197840_2,GSM5197841_1,GSM5197841_2,GSM5197842_1,GSM5197842_2,GSM5197843_1,GSM5197843_2,GSM5197844_1,GSM5197844_2,GSM5197845_2,GSM5197846_1,GSM5197846_2,GSM5197847_1,GSM5197847_2,GSM5197852_1,GSM5197852_2,GSM5197853_2,GSM5197854_1,GSM5197854_2,GSM5197858_1,GSM5197859_1,GSM5197865_1,GSM5197865_2,GSM5197866_2,GSM5197867_1,GSM5197868_1,GSM5197868_2,GSM5197869_2,GSM5197870_1,GSM5197870_2,GSM5197871_2,GSM5197873_1,GSM5197873_2,GSM5197875_1,GSM5197875_2,GSM5197876_2,GSM5197877_1,GSM5197878_1,GSM5197878_2,GSM5197879_1,GSM5197879_2,GSM5197880_1,GSM5197891_1,GSM5197891_2,GSM5197892_1,GSM5197892_2,GSM5197898_2,GSM5197899_1,GSM5197899_2,GSM5197900_1,GSM5197900_2,GSM5197901_1,GSM5197901_2,GSM5197902_2,GSM5197903_1,GSM5197903_2,GSM5197904_1,GSM5197904_2,GSM5197906_1,GSM5197906_2,GSM5197907_1,GSM5197907_2,GSM5197908_1,GSM5197908_2,GSM5197909_2,GSM5197921_1,GSM5197922_1,GSM5197923_1,GSM5197923_2,GSM5197924_1,GSM5197924_2,GSM5197925_1,GSM5197925_2,GSM5197926_1,GSM5197926_2,GSM5197941_1,GSM5197941_2,GSM5197943_1,GSM5197943_2,GSM5197944_1,GSM5197944_2,GSM5197945_1,GSM5197945_2,GSM5197946_1,GSM5197946_2,GSM5197947_1,GSM5197947_2
cg0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
